TransactionID,ProductID,Quantity,Price,Timestamp,StoreID
1430,4244,6,62.28,2021-09-11 06:38:21,46
1431,2510,6,14.31,2021-10-11 11:36:00,3
1432,1808,8,52.97,2021-07-18 10:49:44,28
1433,3376,8,21.6,2021-01-08 05:12:30,40
1434,3253,9,13.22,2021-09-08 00:52:47,34
1435,2130,1,48.11,2021-03-10 22:54:12,9
1436,1595,8,56.52,2021-11-02 04:17:27,10
1437,1754,3,83.17,2021-12-23 03:55:43,36
1438,2440,5,59.76,2021-02-17 08:54:04,28
1439,1919,2,60.7,2021-09-22 15:25:08,19
1440,1324,7,35.19,2021-03-30 00:59:21,3
1441,2439,8,33.26,2021-06-27 00:38:50,10
1442,1662,3,33.39,2021-12-16 16:44:48,12
1443,4136,7,9.48,2021-02-03 06:38:02,34
1444,4813,4,31.89,2021-02-01 09:51:06,42
1445,4359,4,80.24,2021-06-07 02:26:38,35
1446,1079,7,80.35,2021-08-29 16:13:28,14
1447,1083,2,75.71,2021-07-27 17:33:54,38
1448,3831,6,66.02,2021-04-14 22:28:07,15
1449,3867,5,88.42,2021-03-08 08:04:15,4
1450,4577,4,87.22,2021-02-03 15:01:10,9
1451,4468,5,41.32,2021-04-17 07:19:01,5
1452,3733,2,68.2,2021-09-20 22:21:38,33
1453,2034,1,89.11,2021-05-04 18:51:59,39
1454,2524,2,75.29,2021-11-25 08:31:19,36
1455,2641,1,92.89,2021-01-01 20:16:01,11
1456,1848,1,97.84,2021-01-22 14:36:08,20
1457,4142,6,53.25,2021-11-02 12:56:39,31
1458,3069,5,61.67,2021-02-24 19:08:03,32
1459,4806,6,48.51,2021-09-12 11:44:57,6
1460,2731,3,46.37,2021-08-04 19:57:47,17
1461,2360,1,13.53,2021-08-01 20:08:03,13
1462,2344,7,39.9,2021-05-08 11:14:00,38
1463,2153,5,47.5,2021-05-20 00:52:36,24
1464,2842,5,61.67,2021-11-14 03:37:18,37
1465,3912,3,16.99,2021-11-26 22:09:25,45
1466,1363,9,98.23,2021-05-27 20:53:34,21
1467,2019,7,39.35,2021-05-31 16:31:12,48
1468,1466,8,29.27,2021-01-16 09:26:59,10
1469,3386,8,43.93,2021-05-03 11:44:06,31
1470,1697,7,50.57,2021-07-16 20:32:24,44
1471,4478,7,37.58,2021-05-14 11:43:47,47
1472,4855,1,78.06,2021-09-05 04:29:41,7
1473,1911,8,95.55,2021-07-28 15:52:34,8
1474,4612,6,26.18,2021-02-03 06:58:49,34
1475,4399,9,9.31,2021-05-17 22:25:51,48
1476,2307,9,58.77,2021-02-27 02:29:03,43
1477,3264,1,65.78,2021-11-10 12:22:03,34
1478,1313,9,86.3,2021-01-05 17:30:44,5
1479,3874,8,90.94,2021-11-24 04:27:10,4
1480,3264,5,6.06,2021-08-18 08:12:54,21
1481,2996,1,22.08,2021-12-15 22:44:49,40
1482,3317,1,35.99,2021-08-28 05:39:45,14
1483,2938,8,34.59,2021-07-04 01:56:31,44
1484,1078,6,51.85,2021-02-10 06:46:08,38
1485,2812,1,18.3,2021-02-09 18:30:01,15
1486,2607,8,85.45,2021-09-21 04:21:38,36
1487,2719,3,54.47,2021-01-18 21:04:04,24
1488,4372,3,98.28,2021-01-27 00:56:22,3
1489,3283,1,64.12,2021-05-02 12:38:53,37
1490,4317,7,43.73,2021-09-03 20:25:29,48
1491,4163,7,36.49,2021-12-26 22:31:13,38
1492,3092,8,87.21,2021-05-18 02:06:15,18
1493,4855,3,88.43,2021-11-27 15:24:06,18
1494,3045,2,28.14,2021-04-26 03:26:19,26
1495,2623,6,51.58,2021-02-05 00:04:46,19
1496,2995,5,46.05,2021-04-30 06:50:44,23
1497,2613,4,87.27,2021-05-26 01:04:45,10
1498,1510,8,26.68,2021-04-06 13:08:21,45
1499,4485,6,19.34,2021-12-04 22:27:39,41
1500,2631,6,47.67,2021-01-26 13:53:27,17
1501,1110,5,48.05,2021-04-05 08:12:45,26
1502,4794,5,33.28,2021-10-03 15:57:05,6
1503,4716,4,82.13,2021-03-03 17:24:06,36
1504,1540,6,82.95,2021-07-05 09:04:44,49
1505,2729,6,70.84,2021-05-30 07:11:32,8
1506,3097,4,95.51,2021-06-13 17:55:31,38
1507,1945,4,13.56,2021-05-25 19:14:02,29
1508,3391,4,94.8,2021-12-09 16:17:27,3
1509,4641,7,19.53,2021-03-13 16:42:11,7
1510,4792,3,73.77,2021-12-07 21:20:34,23
1511,4113,7,47.31,2021-05-09 20:35:35,41
1512,2498,8,54.94,2021-11-11 21:40:42,49
1513,2776,5,41.25,2021-11-28 17:26:04,1
1514,2218,7,38.98,2021-04-19 10:17:19,34
1515,3991,5,62.21,2021-03-15 15:53:33,9
1516,3321,9,61.67,2021-08-23 08:44:11,49
1517,4092,1,72.81,2021-05-11 19:29:49,10
1518,3726,9,73.08,2021-01-24 16:09:57,39
1519,2344,9,7.82,2021-05-14 09:32:05,34
1520,4718,3,56.48,2021-03-12 05:33:26,32
1521,1236,7,68.25,2021-01-03 16:34:31,49
1522,1662,4,79.02,2021-02-08 14:26:46,14
1523,3127,7,89.42,2021-05-17 17:55:14,39
1524,3122,3,35.97,2021-10-27 12:00:31,17
1525,2186,5,42.41,2021-03-07 01:05:50,18
1526,4752,3,14.39,2021-02-04 12:17:13,2
1527,3726,6,47.23,2021-01-11 19:22:08,9
1528,4062,1,92.0,2021-05-23 04:34:18,20
1529,2685,6,33.05,2021-03-04 01:14:29,16
1530,4874,5,27.62,2021-04-30 12:04:34,33
1531,1373,9,20.69,2021-05-01 20:38:34,44
1532,4232,6,60.15,2021-09-10 03:29:31,13
1533,3474,2,54.72,2021-10-26 03:01:34,14
1534,2407,8,47.45,2021-05-20 22:14:12,46
1535,4372,1,30.41,2021-11-13 04:54:30,26
1536,1611,7,97.86,2021-09-07 01:33:55,43
1537,2833,3,20.28,2021-12-14 09:36:39,5
1538,3809,3,31.31,2021-11-01 20:14:13,6
1539,3919,7,34.83,2021-06-23 20:34:54,33
1540,4995,1,44.79,2021-04-08 05:16:20,14
1541,2787,3,22.12,2021-07-28 10:21:26,1
1542,3352,6,19.6,2021-01-01 04:57:13,33
1543,2407,2,28.02,2021-03-06 11:28:32,33
1544,2674,9,54.84,2021-12-11 09:07:20,24
1545,2348,1,77.64,2021-02-04 07:01:11,4
1546,2297,7,31.37,2021-10-09 21:46:23,13
1547,3819,7,79.9,2021-09-11 06:44:03,11
1548,4685,6,11.39,2021-09-14 06:30:25,31
1549,2630,4,27.25,2021-06-03 16:59:26,22
1550,1471,4,45.08,2021-12-30 11:10:32,43
1551,3333,7,37.63,2021-01-07 05:49:27,4
1552,1614,2,31.32,2021-12-26 20:11:23,28
1553,2659,5,40.27,2021-02-17 23:53:08,34
1554,4230,7,83.38,2021-05-02 04:27:02,28
1555,2227,3,22.47,2021-11-23 12:59:02,38
1556,1450,7,46.58,2021-08-02 08:21:03,44
1557,4549,3,66.39,2021-01-10 17:08:33,4
1558,4388,3,44.33,2021-03-10 09:25:41,37
1559,3695,4,90.84,2021-11-03 13:34:24,26
1560,3739,3,14.46,2021-10-20 03:04:44,35
1561,3292,2,43.95,2021-01-25 13:53:50,1
1562,3633,1,95.77,2021-03-01 21:50:53,13
1563,4543,8,49.27,2021-01-06 00:15:10,13
1564,2984,2,84.27,2021-03-02 05:18:27,44
1565,3032,5,11.5,2021-09-24 04:25:13,14
1566,1401,8,74.57,2021-05-02 20:20:27,4
1567,2704,2,31.44,2021-04-27 01:32:17,14
1568,1243,2,12.59,2021-01-02 09:19:06,9
1569,3581,2,65.06,2021-02-19 00:37:01,18
1570,2630,8,81.45,2021-10-17 10:15:30,32
1571,2946,5,17.49,2021-02-07 17:41:44,33
1572,4215,7,11.27,2021-12-14 04:19:18,41
1573,3800,6,93.33,2021-09-03 20:13:35,18
1574,2809,9,43.16,2021-05-03 16:07:10,7
1575,3314,6,24.9,2021-02-03 00:16:11,3
1576,2681,6,96.42,2021-11-22 14:34:45,35
1577,3179,9,93.96,2021-06-07 03:53:25,13
1578,4047,9,30.72,2021-01-23 04:04:35,18
1579,4657,6,23.2,2021-05-30 23:23:23,24
1580,1797,2,16.93,2021-07-13 02:15:59,41
1581,4267,3,43.87,2021-10-16 03:53:30,16
1582,3503,1,78.48,2021-09-08 15:49:15,35
1583,1464,9,37.98,2021-12-06 20:13:42,36
1584,3274,8,28.66,2021-06-21 02:48:19,29
1585,4716,9,79.18,2021-09-04 15:06:50,31
1586,1445,7,41.32,2021-09-23 19:11:26,38
1587,2882,6,10.96,2021-04-03 19:31:28,42
1588,2124,5,47.17,2021-10-09 06:02:56,40
1589,3182,7,86.71,2021-05-11 00:09:54,25
1590,1032,3,98.86,2021-04-14 10:24:40,6
1591,4153,2,59.87,2021-03-16 15:08:50,34
1592,2655,3,42.64,2021-09-10 07:30:37,25
1593,3422,9,58.26,2021-06-11 18:53:03,24
1594,2781,9,41.42,2021-06-19 12:32:41,42
1595,3341,5,32.33,2021-03-10 23:02:03,31
1596,3679,7,74.85,2021-04-14 18:50:57,42
1597,2307,3,24.84,2021-06-18 17:01:49,28
1598,2075,5,16.01,2021-11-10 19:34:40,28
1599,2614,5,83.01,2021-08-11 07:44:26,34
1600,2622,6,10.08,2021-05-29 18:26:01,29
1601,2631,6,13.13,2021-08-27 19:16:21,43
1602,3056,6,46.51,2021-05-30 18:23:08,40
1603,4384,8,99.98,2021-06-23 22:35:02,19
1604,3845,4,15.17,2021-04-12 03:03:56,25
1605,3716,2,41.05,2021-10-05 16:27:50,45
1606,3015,1,14.39,2021-10-25 08:47:17,12
1607,2442,8,46.91,2021-11-05 21:40:03,15
1608,1186,1,37.43,2021-11-07 17:21:27,6
1609,2919,7,64.68,2021-12-08 17:35:57,37
1610,4966,8,95.82,2021-07-09 04:12:00,2
1611,2500,2,23.73,2021-10-04 21:02:35,18
1612,3159,7,69.58,2021-07-23 03:51:19,18
1613,4728,9,95.12,2021-07-12 03:24:45,42
1614,2595,3,80.84,2021-10-18 13:27:40,5
1615,1247,3,87.23,2021-10-17 18:42:17,33
1616,2004,6,44.9,2021-10-28 22:24:37,45
1617,2031,6,97.43,2021-08-22 16:41:49,18
1618,3956,4,27.1,2021-12-11 19:25:55,36
1619,2312,9,22.18,2021-11-25 13:34:20,5
1620,4796,2,94.11,2021-04-12 04:40:46,34
1621,1747,7,37.07,2021-05-07 10:53:43,8
1622,1075,5,54.12,2021-06-26 20:55:53,13
1623,4293,3,73.93,2021-11-11 03:36:39,46
1624,2064,6,99.55,2021-05-16 15:37:13,17
1625,2024,8,20.68,2021-02-11 05:46:14,44
1626,1212,7,78.84,2021-11-08 05:04:04,38
1627,2133,2,29.1,2021-02-11 04:58:57,19
1628,3652,9,40.44,2021-10-27 01:18:50,26
1629,4277,2,57.23,2021-06-26 20:49:33,24
1630,2189,9,14.46,2021-04-12 11:42:18,40
1631,3479,1,90.66,2021-09-21 09:50:20,20
1632,1573,1,49.91,2021-12-17 11:35:50,23
1633,1103,4,49.87,2021-02-15 05:34:04,49
1634,2970,8,49.7,2021-02-22 23:23:07,48
1635,1580,9,13.21,2021-02-08 20:32:57,29
1636,1494,6,21.53,2021-05-10 03:04:38,47
1637,4020,7,31.46,2021-09-20 18:17:53,17
1638,4769,5,60.83,2021-09-25 21:02:23,29
1639,1887,7,99.63,2021-10-04 07:52:48,28
1640,2156,8,39.93,2021-08-20 01:32:58,33
1641,3665,2,85.58,2021-04-08 06:12:47,37
1642,3596,5,6.31,2021-10-02 10:41:23,40
1643,1336,5,78.44,2021-03-13 13:41:35,20
1644,3514,2,48.84,2021-04-13 07:36:52,2
1645,1165,4,68.29,2021-03-05 11:56:52,30
1646,1734,1,46.95,2021-03-12 10:05:38,40
1647,1373,2,39.71,2021-12-04 14:07:18,13
1648,2518,6,90.39,2021-08-29 06:45:12,34
1649,4363,4,61.97,2021-03-01 09:12:34,10
1650,2968,9,15.18,2021-07-22 08:40:42,36
1651,2664,1,10.4,2021-03-28 14:10:05,40
1652,2585,6,16.26,2021-05-15 22:25:05,6
1653,4257,8,22.91,2021-01-21 16:22:24,14
1654,1265,3,24.32,2021-04-06 22:21:42,12
1655,3098,5,95.97,2021-04-10 14:13:46,26
1656,3785,9,17.37,2021-03-22 13:39:35,44
1657,2200,2,72.85,2021-05-22 21:28:38,34
1658,1524,3,90.04,2021-11-21 04:42:03,29
1659,4782,7,46.1,2021-12-07 23:15:23,47
1660,4708,7,77.17,2021-04-16 06:36:08,27
1661,3547,6,82.19,2021-04-23 02:38:11,16
1662,2956,3,48.0,2021-06-21 16:09:22,3
1663,2123,5,77.62,2021-04-18 07:20:47,46
1664,1358,8,6.4,2021-04-14 18:45:45,27
1665,2060,7,20.29,2021-05-30 21:27:26,48
1666,4358,2,64.9,2021-03-23 12:00:50,7
1667,2650,3,33.15,2021-07-21 18:48:01,22
1668,4219,3,32.24,2021-08-18 21:32:46,10
1669,4494,6,42.28,2021-01-16 11:39:06,17
1670,1428,3,37.65,2021-12-17 08:30:44,38
1671,1035,8,31.9,2021-07-17 16:42:32,24
1672,1782,8,45.87,2021-04-26 06:47:10,46
1673,3077,8,49.13,2021-06-12 15:38:50,27
1674,1060,3,66.05,2021-07-04 02:34:31,7
1675,2016,5,60.23,2021-06-18 20:36:01,3
1676,4409,1,20.42,2021-08-02 20:16:43,30
1677,3883,4,79.63,2021-01-09 16:12:56,38
1678,2821,7,97.33,2021-11-09 00:03:15,40
1679,1155,2,33.98,2021-01-21 05:06:34,26
1680,4203,2,88.81,2021-03-17 13:50:09,44
1681,2057,8,65.72,2021-06-24 18:24:01,49
1682,4829,8,40.73,2021-12-22 13:57:38,19
1683,1435,4,86.62,2021-06-22 18:37:34,17
1684,4958,4,87.29,2021-06-08 23:12:22,47
1685,2435,9,50.97,2021-07-30 15:56:43,18
1686,4300,9,79.57,2021-08-11 20:40:39,46
1687,1056,9,60.09,2021-09-18 15:11:55,17
1688,3325,3,19.87,2021-10-23 10:55:11,25
1689,1679,6,59.42,2021-01-08 12:00:05,45
1690,4818,2,42.58,2021-05-31 20:42:46,13
1691,4402,5,65.85,2021-01-04 14:34:14,42
1692,3589,7,84.59,2021-02-28 23:03:39,21
1693,3289,2,70.84,2021-09-24 11:31:57,28
1694,3973,9,34.57,2021-08-03 11:31:47,17
1695,1957,2,9.15,2021-07-14 22:45:44,37
1696,2594,4,38.69,2021-03-05 08:46:40,32
1697,2816,9,22.33,2021-08-29 00:22:06,13
1698,1114,4,75.83,2021-07-20 01:29:55,6
1699,4344,5,5.86,2021-06-01 14:15:37,14
1700,3496,9,59.3,2021-05-15 23:33:05,46
1701,4940,5,11.41,2021-08-20 14:04:26,42
1702,3018,5,25.66,2021-02-02 22:26:21,35
1703,3683,8,41.95,2021-03-26 23:30:37,16
1704,3061,9,49.76,2021-05-16 13:46:16,38
1705,1769,2,8.26,2021-11-26 20:31:11,36
1706,4835,6,10.73,2021-01-04 19:46:32,33
1707,1258,6,74.98,2021-11-09 12:13:42,41
1708,2858,7,32.32,2021-08-24 00:14:48,10
1709,3195,3,55.7,2021-08-11 05:35:55,48
1710,3548,2,51.88,2021-07-06 14:03:24,41
1711,4834,7,50.05,2021-05-08 09:15:40,15
1712,2484,9,75.21,2021-10-16 17:11:39,4
1713,4742,5,58.22,2021-04-01 21:42:11,18
1714,2575,2,53.27,2021-08-01 19:52:17,44
1715,4541,8,19.26,2021-05-18 04:40:24,7
1716,2613,1,22.75,2021-12-05 16:19:00,24
1717,3993,2,92.35,2021-05-02 17:31:13,27
1718,2306,6,27.66,2021-06-12 14:34:39,45
1719,1371,6,24.82,2021-07-23 19:51:10,29
1720,2164,8,22.65,2021-10-16 20:36:55,38
1721,4313,9,53.3,2021-08-28 23:56:43,11
1722,1960,4,80.8,2021-08-30 07:12:10,19
1723,3305,5,75.09,2021-11-16 12:13:37,45
1724,4492,9,17.73,2021-10-06 23:24:53,20
1725,4850,2,16.19,2021-05-24 12:04:30,30
1726,4946,9,73.63,2021-02-12 22:00:52,4
1727,3336,1,59.55,2021-12-27 13:08:40,5
1728,2534,3,9.31,2021-07-08 22:10:58,48
1729,4356,9,78.36,2021-01-13 23:33:48,47
1730,3746,6,55.1,2021-06-08 19:54:12,16
1731,3754,1,34.77,2021-10-08 14:28:46,17
1732,3780,7,22.83,2021-10-17 18:11:08,12
1733,2089,8,86.88,2021-11-28 19:58:23,46
1734,2229,8,79.54,2021-10-27 16:23:48,44
1735,3387,5,54.94,2021-09-18 02:30:01,12
1736,3607,2,33.87,2021-12-13 19:22:03,29
1737,3641,8,19.53,2021-05-03 14:47:29,3
1738,1420,3,12.69,2021-06-02 17:04:57,38
1739,4271,9,75.29,2021-10-03 11:49:23,8
1740,2333,9,27.97,2021-12-04 09:30:42,7
1741,2734,6,40.96,2021-04-23 04:22:03,45
1742,1649,4,14.59,2021-01-09 19:51:36,16
1743,4599,3,93.22,2021-10-12 05:53:48,28
1744,3834,4,74.31,2021-12-27 05:15:59,30
1745,2181,1,88.78,2021-07-17 16:15:44,36
1746,1693,8,8.96,2021-07-23 06:32:04,6
1747,4004,9,12.52,2021-07-18 19:44:01,5
1748,1554,9,30.65,2021-07-10 02:30:04,45
1749,3514,7,5.78,2021-02-25 06:42:18,39
1750,3690,4,21.88,2021-09-01 03:02:58,19
1751,3845,8,33.56,2021-09-13 22:36:20,30
1752,3449,2,23.85,2021-03-07 10:58:30,15
1753,3083,5,64.68,2021-07-24 17:28:50,41
1754,3936,5,41.6,2021-11-24 04:41:31,27
1755,4347,3,26.86,2021-11-26 22:03:28,40
1756,4984,4,54.1,2021-09-21 04:15:56,35
1757,4607,8,30.86,2021-05-24 10:12:22,25
1758,4724,6,60.98,2021-09-12 23:34:42,12
1759,1355,7,50.83,2021-11-05 22:39:28,39
1760,3925,4,13.6,2021-05-16 16:43:19,26
1761,2720,2,43.26,2021-08-09 01:23:35,47
1762,2730,1,17.62,2021-07-30 05:18:18,42
1763,3836,7,34.07,2021-02-06 20:57:47,47
1764,4203,1,57.22,2021-09-25 14:35:46,23
1765,1081,4,62.05,2021-11-17 22:33:51,41
1766,3988,3,74.01,2021-02-24 21:26:29,20
1767,3086,4,67.32,2021-11-30 10:29:59,16
1768,4114,3,47.68,2021-09-25 12:56:04,7
1769,4018,4,77.1,2021-02-25 05:51:09,1
1770,1549,9,7.68,2021-07-06 21:39:03,40
1771,1362,9,95.01,2021-09-28 12:06:59,34
1772,1552,2,27.78,2021-07-05 14:03:29,13
1773,2903,1,70.97,2021-12-13 14:52:01,34
1774,4867,8,33.26,2021-11-26 04:23:21,28
1775,2668,7,70.58,2021-10-08 18:54:56,29
1776,2459,6,49.46,2021-11-03 10:37:30,7
1777,3454,3,28.95,2021-04-30 13:35:34,47
1778,3725,8,91.76,2021-09-04 03:26:03,13
1779,3851,1,27.2,2021-06-26 17:19:24,33
1780,1542,9,12.8,2021-05-15 03:33:02,2
1781,2799,8,9.96,2021-05-30 04:46:46,39
1782,4032,9,35.05,2021-11-06 08:55:58,18
1783,2624,6,18.33,2021-04-18 16:05:14,22
1784,1239,9,29.54,2021-04-15 23:37:36,16
1785,2935,1,99.24,2021-03-19 13:27:45,37
1786,3442,8,50.85,2021-06-24 21:48:36,28
1787,4219,9,65.74,2021-12-27 06:17:11,22
1788,3893,6,93.02,2021-09-17 19:14:44,46
1789,3023,9,7.5,2021-11-13 07:33:12,39
1790,2848,5,47.52,2021-05-09 21:17:20,35
1791,3021,2,81.91,2021-01-15 05:34:26,39
1792,2938,4,88.91,2021-06-10 06:49:27,22
1793,4527,1,85.47,2021-08-25 13:51:54,48
1794,1060,9,40.01,2021-12-12 08:59:05,8
1795,1024,8,25.77,2021-12-27 17:08:18,39
1796,1160,6,78.76,2021-08-20 02:50:46,48
1797,4436,8,29.86,2021-07-29 08:26:03,23
1798,4367,7,22.36,2021-03-08 11:24:57,13
1799,3932,8,12.69,2021-06-01 13:21:39,17
1800,4176,3,53.12,2021-03-25 23:34:14,10
1801,2406,6,92.71,2021-11-24 05:53:21,43
1802,1367,4,33.03,2021-11-18 16:55:19,26
1803,1116,2,77.79,2021-09-02 18:35:12,30
1804,3020,7,13.71,2021-08-16 03:45:02,25
1805,3026,5,21.14,2021-04-06 22:25:51,32
1806,1016,2,34.31,2021-09-24 00:27:03,5
1807,1948,5,31.42,2021-08-30 05:27:01,9
1808,3266,7,56.32,2021-07-16 09:24:28,33
1809,3256,6,11.2,2021-03-24 20:12:01,13
1810,1814,2,83.33,2021-12-24 14:50:29,25
1811,4296,1,49.33,2021-09-03 23:25:10,28
1812,3654,3,60.16,2021-10-27 00:51:45,20
1813,2876,6,37.7,2021-08-18 04:42:36,38
1814,4863,9,15.37,2021-03-18 16:41:16,10
1815,4727,8,25.98,2021-05-09 08:49:26,3
1816,1172,9,25.22,2021-05-25 13:56:52,44
1817,3643,4,31.51,2021-04-21 02:12:22,46
1818,2143,5,93.57,2021-08-27 21:56:14,15
1819,2591,7,28.32,2021-03-29 13:59:36,40
1820,2378,1,44.94,2021-09-05 11:09:50,28
1821,4483,7,56.9,2021-12-26 09:51:28,29
1822,3349,1,15.33,2021-12-05 17:44:39,15
1823,4042,8,24.03,2021-12-25 07:17:09,41
1824,2361,5,55.17,2021-08-30 08:19:28,17
1825,4799,7,11.92,2021-03-21 23:32:26,45
1826,4483,6,11.24,2021-09-21 16:55:47,33
1827,4661,9,42.51,2021-07-23 23:40:20,48
1828,1432,5,51.65,2021-03-12 01:11:00,8
1829,3007,2,19.53,2021-06-08 17:37:21,40
1830,3910,6,80.96,2021-07-03 02:55:56,47
1831,2413,2,65.78,2021-07-29 16:16:15,6
1832,1377,8,84.74,2021-07-25 02:03:27,32
1833,1231,2,41.6,2021-06-07 16:03:51,18
1834,1737,2,83.46,2021-06-11 07:09:26,48
1835,1881,8,8.01,2021-05-09 02:11:08,2
1836,1994,9,7.47,2021-01-26 08:38:48,39
1837,2820,5,13.03,2021-05-06 03:41:46,11
1838,4316,1,49.16,2021-09-30 17:02:16,28
1839,4137,9,57.48,2021-09-20 17:30:20,35
1840,3116,9,91.27,2021-01-02 19:44:21,34
1841,3773,1,84.91,2021-04-25 13:56:45,3
1842,3504,3,47.73,2021-12-01 10:02:17,31
1843,2788,8,59.97,2021-01-11 06:36:20,48
1844,1370,3,38.92,2021-10-17 22:02:10,11
1845,3977,5,55.57,2021-09-05 11:20:52,7
1846,2398,7,12.53,2021-09-12 21:05:03,1
1847,4555,3,54.15,2021-10-17 04:29:37,12
1848,2584,5,32.72,2021-02-14 05:29:07,1
1849,2123,2,28.02,2021-08-29 02:55:23,10
1850,2605,9,36.62,2021-10-23 08:42:08,19
1851,2985,2,39.84,2021-09-22 23:00:57,13
1852,2635,6,65.41,2021-06-17 04:21:22,15
1853,3119,8,83.72,2021-09-24 04:10:06,42
1854,3561,7,22.6,2021-07-09 05:54:24,13
1855,1129,5,25.61,2021-03-07 08:49:18,34
1856,1199,2,62.11,2021-07-25 23:47:38,33
1857,4737,8,73.83,2021-03-07 17:11:56,26
1858,2124,3,47.8,2021-10-24 20:04:44,30
1859,3637,2,71.2,2021-01-06 07:13:16,24
1860,4692,7,47.82,2021-02-15 01:13:31,24
1861,4250,8,89.87,2021-01-22 21:22:49,45
1862,2435,7,74.56,2021-09-09 21:41:34,27
1863,1096,8,50.13,2021-04-02 01:55:35,44
1864,2579,9,40.14,2021-05-31 02:35:15,38
1865,4859,5,43.06,2021-02-21 09:00:20,22
1866,3402,2,80.91,2021-01-24 16:52:31,36
1867,2325,9,34.0,2021-06-15 18:42:05,47
1868,1100,3,18.65,2021-03-27 12:25:54,14
1869,1336,1,8.55,2021-07-20 23:10:46,44
1870,1112,4,26.14,2021-02-07 13:52:56,15
1871,4306,3,86.36,2021-10-28 19:22:21,22
1872,1889,3,98.8,2021-08-25 16:53:52,37
1873,3987,7,21.49,2021-09-10 23:09:51,48
1874,4523,2,69.32,2021-06-08 19:27:01,48
1875,3568,6,21.19,2021-02-01 07:39:40,22
1876,3259,4,35.49,2021-05-14 08:01:44,42
1877,3990,8,67.41,2021-03-14 16:25:09,44
1878,3624,1,42.16,2021-10-25 04:19:28,48
1879,1372,9,66.05,2021-07-22 12:57:53,3
1880,4988,1,28.08,2021-01-04 09:51:31,4
1881,4168,7,85.38,2021-12-02 03:42:30,5
1882,2506,2,55.84,2021-07-22 08:12:14,38
1883,1875,1,47.63,2021-11-28 18:55:21,34
1884,3437,4,95.09,2021-01-27 05:37:47,30
1885,1341,6,38.4,2021-09-07 16:55:07,47
1886,3328,6,85.46,2021-06-18 01:47:04,44
1887,2026,3,11.42,2021-09-22 15:12:47,21
1888,3557,2,52.42,2021-11-06 19:56:35,39
1889,4069,8,88.92,2021-11-02 20:54:50,41
1890,4527,3,98.58,2021-03-07 21:51:52,13
1891,2132,2,79.3,2021-04-17 12:42:49,4
1892,3251,5,19.99,2021-08-10 15:29:30,20
1893,1243,4,65.92,2021-05-15 14:58:17,24
1894,4868,8,40.18,2021-10-22 08:45:50,24
1895,1374,3,30.19,2021-09-15 03:57:35,29
1896,1863,6,6.56,2021-08-27 16:24:24,3
1897,1065,9,76.44,2021-09-08 00:05:29,8
1898,3512,8,58.73,2021-11-17 12:14:06,30
1899,3418,9,7.4,2021-07-10 22:49:12,9
1900,1210,4,54.06,2021-09-30 04:51:02,37
1901,4470,4,70.97,2021-07-30 19:49:51,33
1902,4605,7,69.0,2021-06-20 23:12:17,24
1903,2135,4,61.37,2021-09-13 17:17:58,11
1904,2903,9,14.64,2021-05-02 15:43:30,21
1905,3245,2,25.41,2021-08-07 08:45:26,46
1906,1801,4,90.19,2021-07-31 04:34:20,20
1907,4690,4,8.6,2021-09-20 14:59:20,9
1908,2154,7,81.92,2021-07-08 05:28:45,16
1909,1539,5,35.46,2021-04-18 17:39:43,42
1910,3792,4,36.67,2021-08-06 10:16:17,41
1911,1375,5,55.93,2021-05-24 13:36:05,44
1912,4219,3,59.55,2021-02-23 00:01:22,38
1913,4983,3,43.4,2021-03-03 18:33:58,1
1914,1839,3,61.27,2021-11-18 00:37:48,20
1915,3028,5,99.34,2021-10-20 09:58:00,24
1916,3845,6,38.83,2021-02-28 03:16:17,7
1917,2443,3,56.38,2021-08-02 17:17:57,21
1918,3785,8,45.74,2021-08-29 04:57:14,7
1919,3352,8,72.39,2021-04-02 02:44:15,37
1920,1945,7,31.79,2021-06-11 04:40:07,48
1921,1848,8,80.22,2021-03-10 01:01:11,3
1922,1184,5,79.06,2021-06-22 06:11:46,19
1923,1319,4,88.66,2021-01-10 04:28:16,24
1924,4544,1,48.87,2021-03-30 12:39:50,32
1925,2466,3,13.67,2021-03-28 09:41:59,13
1926,1901,7,71.96,2021-10-02 00:34:04,26
1927,2843,3,99.71,2021-07-14 17:28:39,26
1928,2274,2,86.23,2021-07-24 20:07:42,5
1929,1573,8,22.83,2021-01-25 03:04:39,47
1930,4178,4,41.99,2021-07-19 22:05:24,23
1931,3515,9,93.61,2021-10-20 17:30:21,35
1932,4345,1,36.61,2021-12-19 03:50:42,26
1933,3093,5,42.58,2021-06-02 19:24:06,40
1934,1992,4,85.18,2021-11-04 22:22:22,43
1935,2598,3,19.29,2021-12-22 12:48:19,35
1936,4094,6,34.1,2021-09-16 22:40:00,23
1937,2249,3,13.98,2021-05-20 22:15:10,6
1938,4686,3,38.39,2021-10-03 11:16:46,3
1939,4721,2,5.93,2021-08-18 01:28:07,44
1940,3821,1,51.73,2021-09-21 20:42:15,28
1941,2356,1,97.87,2021-01-14 17:58:49,10
1942,2597,6,95.41,2021-04-07 16:37:01,19
1943,3218,3,49.56,2021-03-06 21:28:02,27
1944,1759,6,72.45,2021-02-08 05:16:05,40
1945,1400,2,44.36,2021-06-02 11:56:49,7
1946,4387,8,73.99,2021-09-05 14:04:43,14
