SessionID,UserID,Platform,SessionDuration,PagesVisited,PurchaseMade,SessionStartTime
1003,847,MobileApp,286.17,4.0,1,2021-06-01 16:42:00
1004,2763,Website,543.8,11.0,1,2021-06-01 16:43:00
1005,1416,MobileApp,1011.04,3.0,0,2021-06-01 16:44:00
1006,1459,Website,707.23,2.0,0,2021-06-01 16:45:00
1007,2221,Website,842.4,4.0,0,2021-06-01 16:46:00
1008,1669,Website,616.21,4.0,0,2021-06-01 16:47:00
1009,2374,MobileApp,67.85,9.0,0,2021-06-01 16:48:00
1010,1434,MobileApp,2151.5,3.0,0,2021-06-01 16:49:00
1011,1142,Website,1135.57,2.0,1,2021-06-01 16:50:00
1012,2884,Website,640.14,6.0,1,2021-06-01 16:51:00
1013,1811,Website,197.04,5.0,0,2021-06-01 16:52:00
1014,724,MobileApp,819.14,6.0,0,2021-06-01 16:53:00
1015,225,Website,511.98,4.0,1,2021-06-01 16:54:00
1016,532,MobileApp,592.14,1.0,0,2021-06-01 16:55:00
1017,113,Website,995.95,3.0,0,2021-06-01 16:56:00
1018,2188,MobileApp,683.74,5.0,1,2021-06-01 16:57:00
1019,559,MobileApp,1291.19,7.0,0,2021-06-01 16:58:00
1020,2049,MobileApp,359.64,9.0,1,2021-06-01 16:59:00
1021,2138,Website,118.05,2.0,0,2021-06-01 17:00:00
1022,654,MobileApp,495.02,5.0,0,2021-06-01 17:01:00
1023,320,MobileApp,368.73,4.0,1,2021-06-01 17:02:00
1024,1574,MobileApp,742.22,3.0,0,2021-06-01 17:03:00
1025,1829,Website,250.96,4.0,1,2021-06-01 17:04:00
1026,1918,MobileApp,359.97,7.0,1,2021-06-01 17:05:00
1027,139,Website,763.46,5.0,0,2021-06-01 17:06:00
1028,2893,Website,423.01,3.0,1,2021-06-01 17:07:00
1029,2027,Website,1049.61,6.0,0,2021-06-01 17:08:00
1030,2307,MobileApp,255.45,2.0,0,2021-06-01 17:09:00
1031,902,MobileApp,184.12,6.0,1,2021-06-01 17:10:00
1032,690,Website,826.69,4.0,0,2021-06-01 17:11:00
1033,2040,Website,156.88,4.0,1,2021-06-01 17:12:00
1034,10,MobileApp,82.77,6.0,0,2021-06-01 17:13:00
1035,261,Website,181.09,2.0,0,2021-06-01 17:14:00
1036,1943,MobileApp,1105.69,4.0,1,2021-06-01 17:15:00
1037,1674,MobileApp,316.46,1.0,0,2021-06-01 17:16:00
1038,2220,Website,376.76,7.0,1,2021-06-01 17:17:00
1039,2946,Website,870.12,4.0,0,2021-06-01 17:18:00
1040,2061,MobileApp,996.98,6.0,0,2021-06-01 17:19:00
1041,1192,Website,885.14,3.0,0,2021-06-01 17:20:00
1042,1620,Website,825.01,11.0,0,2021-06-01 17:21:00
1043,321,Website,298.86,4.0,0,2021-06-01 17:22:00
1044,1343,Website,557.91,7.0,0,2021-06-01 17:23:00
1045,1637,MobileApp,155.36,11.0,0,2021-06-01 17:24:00
1046,2377,MobileApp,394.52,2.0,0,2021-06-01 17:25:00
1047,2833,MobileApp,102.87,3.0,0,2021-06-01 17:26:00
1048,2825,Website,1050.47,2.0,1,2021-06-01 17:27:00
1049,1995,Website,377.03,3.0,1,2021-06-01 17:28:00
1050,2959,MobileApp,545.12,7.0,0,2021-06-01 17:29:00
1051,1944,MobileApp,334.8,4.0,0,2021-06-01 17:30:00
1052,2039,MobileApp,1141.98,5.0,0,2021-06-01 17:31:00
1053,1119,Website,143.94,5.0,0,2021-06-01 17:32:00
1054,1605,MobileApp,197.12,5.0,0,2021-06-01 17:33:00
1055,2366,Website,536.26,5.0,0,2021-06-01 17:34:00
1056,236,MobileApp,557.82,7.0,1,2021-06-01 17:35:00
1057,1970,MobileApp,1058.29,6.0,0,2021-06-01 17:36:00
1058,334,MobileApp,621.66,3.0,0,2021-06-01 17:37:00
1059,1909,MobileApp,554.35,7.0,0,2021-06-01 17:38:00
1060,376,MobileApp,275.14,6.0,0,2021-06-01 17:39:00
1061,1161,Website,1146.45,5.0,1,2021-06-01 17:40:00
1062,2636,Website,445.34,2.0,0,2021-06-01 17:41:00
1063,1571,MobileApp,290.8,6.0,0,2021-06-01 17:42:00
1064,2561,Website,256.72,6.0,1,2021-06-01 17:43:00
1065,1320,Website,548.86,3.0,0,2021-06-01 17:44:00
1066,2966,Website,136.37,11.0,0,2021-06-01 17:45:00
1067,1856,Website,146.97,5.0,0,2021-06-01 17:46:00
1068,1373,,146.66,6.0,1,2021-06-01 17:47:00
1069,873,Website,1580.09,7.0,0,2021-06-01 17:48:00
1070,1253,MobileApp,1329.58,5.0,1,2021-06-01 17:49:00
1071,2318,MobileApp,237.22,5.0,1,2021-06-01 17:50:00
1072,1852,Website,633.06,5.0,1,2021-06-01 17:51:00
1073,2846,MobileApp,845.6,5.0,1,2021-06-01 17:52:00
1074,1315,Website,696.14,4.0,0,2021-06-01 17:53:00
1075,725,MobileApp,180.27,7.0,0,2021-06-01 17:54:00
1076,2053,Website,268.75,3.0,0,2021-06-01 17:55:00
1077,2899,Website,625.4,4.0,0,2021-06-01 17:56:00
1078,78,Website,142.07,3.0,0,2021-06-01 17:57:00
1079,2622,Website,1094.61,2.0,0,2021-06-01 17:58:00
1080,132,MobileApp,175.39,4.0,0,2021-06-01 17:59:00
1081,601,Website,,,0,2021-06-01 18:00:00
1082,1773,MobileApp,934.52,7.0,0,2021-06-01 18:01:00
1083,1066,Website,1013.27,2.0,0,2021-06-01 18:02:00
1084,2137,MobileApp,1023.68,4.0,0,2021-06-01 18:03:00
1085,2450,MobileApp,279.07,6.0,0,2021-06-01 18:04:00
1086,2344,MobileApp,308.11,4.0,0,2021-06-01 18:05:00
1087,1864,Website,666.12,7.0,1,2021-06-01 18:06:00
1088,1319,MobileApp,825.28,6.0,1,2021-06-01 18:07:00
1089,616,Website,798.55,5.0,0,2021-06-01 18:08:00
1090,2848,Website,866.97,2.0,0,2021-06-01 18:09:00
1091,2470,MobileApp,,,0,2021-06-01 18:10:00
1092,1889,,637.99,7.0,0,2021-06-01 18:11:00
1093,1047,MobileApp,299.84,6.0,0,2021-06-01 18:12:00
1094,575,MobileApp,651.54,5.0,1,2021-06-01 18:13:00
1095,2191,MobileApp,1465.78,4.0,0,2021-06-01 18:14:00
1096,993,,405.53,8.0,0,2021-06-01 18:15:00
1097,2713,MobileApp,375.2,7.0,0,2021-06-01 18:16:00
1098,2193,Website,777.25,8.0,0,2021-06-01 18:17:00
1099,1249,MobileApp,175.23,2.0,1,2021-06-01 18:18:00
1100,503,Website,572.16,7.0,0,2021-06-01 18:19:00
1101,1998,Website,1063.5,3.0,0,2021-06-01 18:20:00
1102,821,MobileApp,,,1,2021-06-01 18:21:00
1103,2152,Website,573.27,11.0,0,2021-06-01 18:22:00
1104,1971,Website,60.97,9.0,0,2021-06-01 18:23:00
1105,198,Website,413.21,4.0,1,2021-06-01 18:24:00
1106,1670,MobileApp,221.03,4.0,1,2021-06-01 18:25:00
1107,2627,,162.89,3.0,0,2021-06-01 18:26:00
1108,2439,Website,472.52,7.0,1,2021-06-01 18:27:00
1109,1203,Website,824.05,5.0,0,2021-06-01 18:28:00
1110,2602,Website,445.75,6.0,0,2021-06-01 18:29:00
1111,1472,MobileApp,953.54,5.0,0,2021-06-01 18:30:00
1112,1647,MobileApp,813.99,9.0,0,2021-06-01 18:31:00
1113,1693,Website,315.01,10.0,1,2021-06-01 18:32:00
1114,1313,Website,351.45,5.0,0,2021-06-01 18:33:00
1115,2036,MobileApp,84.02,6.0,0,2021-06-01 18:34:00
1116,478,MobileApp,1803.87,3.0,0,2021-06-01 18:35:00
1117,1255,Website,236.56,8.0,1,2021-06-01 18:36:00
1118,923,Website,588.5,3.0,1,2021-06-01 18:37:00
1119,420,Website,,,1,2021-06-01 18:38:00
1120,2205,,1414.0,2.0,1,2021-06-01 18:39:00
1121,2598,MobileApp,648.75,2.0,0,2021-06-01 18:40:00
1122,1121,MobileApp,511.06,4.0,0,2021-06-01 18:41:00
1123,951,MobileApp,1199.79,2.0,0,2021-06-01 18:42:00
1124,2337,MobileApp,588.52,7.0,0,2021-06-01 18:43:00
1125,1278,MobileApp,257.62,9.0,0,2021-06-01 18:44:00
1126,2244,Website,748.48,1.0,1,2021-06-01 18:45:00
1127,2646,Website,155.79,8.0,1,2021-06-01 18:46:00
1128,1858,MobileApp,225.95,5.0,0,2021-06-01 18:47:00
1129,517,MobileApp,365.38,4.0,0,2021-06-01 18:48:00
1130,1659,Website,183.62,5.0,1,2021-06-01 18:49:00
1131,1866,Website,399.24,3.0,0,2021-06-01 18:50:00
1132,2913,Website,34.8,1.0,0,2021-06-01 18:51:00
1133,1142,Website,577.64,3.0,0,2021-06-01 18:52:00
1134,2854,Website,719.13,5.0,0,2021-06-01 18:53:00
1135,1933,MobileApp,326.55,5.0,0,2021-06-01 18:54:00
1136,815,MobileApp,107.24,3.0,1,2021-06-01 18:55:00
1137,2276,MobileApp,500.66,7.0,0,2021-06-01 18:56:00
1138,1901,MobileApp,812.51,8.0,0,2021-06-01 18:57:00
1139,2264,MobileApp,142.47,7.0,0,2021-06-01 18:58:00
1140,2996,Website,2616.93,8.0,0,2021-06-01 18:59:00
1141,2063,Website,591.6,4.0,0,2021-06-01 19:00:00
1142,2095,Website,839.64,6.0,0,2021-06-01 19:01:00
1143,2372,MobileApp,2212.06,4.0,0,2021-06-01 19:02:00
1144,2892,Website,686.08,6.0,0,2021-06-01 19:03:00
1145,130,MobileApp,250.17,6.0,0,2021-06-01 19:04:00
1146,95,Website,298.13,5.0,0,2021-06-01 19:05:00
1147,2675,MobileApp,1026.95,2.0,0,2021-06-01 19:06:00
1148,2803,Website,909.52,4.0,1,2021-06-01 19:07:00
1149,1956,MobileApp,1039.66,5.0,1,2021-06-01 19:08:00
1150,794,Website,780.46,7.0,0,2021-06-01 19:09:00
1151,1835,Website,702.18,3.0,0,2021-06-01 19:10:00
1152,2117,MobileApp,859.5,7.0,0,2021-06-01 19:11:00
1153,1684,,673.22,3.0,0,2021-06-01 19:12:00
1154,11,MobileApp,203.58,8.0,1,2021-06-01 19:13:00
1155,1866,MobileApp,299.22,4.0,1,2021-06-01 19:14:00
1156,2920,MobileApp,944.86,5.0,1,2021-06-01 19:15:00
1157,2598,MobileApp,2239.01,9.0,0,2021-06-01 19:16:00
1158,712,Website,1068.86,4.0,1,2021-06-01 19:17:00
1159,2071,Website,1500.06,6.0,0,2021-06-01 19:18:00
1160,815,Website,,,1,2021-06-01 19:19:00
1161,346,MobileApp,,,0,2021-06-01 19:20:00
1162,2350,MobileApp,885.76,2.0,0,2021-06-01 19:21:00
1163,363,MobileApp,643.4,9.0,0,2021-06-01 19:22:00
1164,2444,Website,349.94,2.0,0,2021-06-01 19:23:00
1165,2266,Website,722.68,7.0,0,2021-06-01 19:24:00
1166,2189,,979.08,7.0,0,2021-06-01 19:25:00
1167,985,Website,535.01,5.0,1,2021-06-01 19:26:00
1168,1640,MobileApp,285.45,7.0,1,2021-06-01 19:27:00
1169,828,Website,1348.47,4.0,0,2021-06-01 19:28:00
1170,2731,Website,418.37,5.0,0,2021-06-01 19:29:00
1171,356,MobileApp,660.14,3.0,0,2021-06-01 19:30:00
1172,1348,Website,69.52,3.0,0,2021-06-01 19:31:00
1173,2936,Website,,,1,2021-06-01 19:32:00
1174,1864,MobileApp,1132.14,7.0,0,2021-06-01 19:33:00
1175,127,MobileApp,1072.84,6.0,0,2021-06-01 19:34:00
1176,604,MobileApp,717.43,6.0,0,2021-06-01 19:35:00
1177,1929,MobileApp,83.41,5.0,1,2021-06-01 19:36:00
1178,1014,Website,297.19,7.0,1,2021-06-01 19:37:00
1179,51,Website,1769.9,7.0,0,2021-06-01 19:38:00
1180,2827,MobileApp,545.0,6.0,0,2021-06-01 19:39:00
1181,1431,Website,952.13,4.0,1,2021-06-01 19:40:00
1182,1793,Website,288.72,5.0,0,2021-06-01 19:41:00
1183,2862,MobileApp,527.68,6.0,0,2021-06-01 19:42:00
1184,1637,Website,291.94,2.0,0,2021-06-01 19:43:00
1185,1646,MobileApp,387.53,5.0,0,2021-06-01 19:44:00
1186,2468,Website,250.66,4.0,0,2021-06-01 19:45:00
1187,1206,Website,446.47,7.0,0,2021-06-01 19:46:00
1188,2873,Website,464.05,4.0,1,2021-06-01 19:47:00
1189,1855,MobileApp,873.0,6.0,1,2021-06-01 19:48:00
1190,567,Website,104.05,5.0,1,2021-06-01 19:49:00
1191,2419,MobileApp,169.79,7.0,1,2021-06-01 19:50:00
1192,936,MobileApp,533.25,3.0,1,2021-06-01 19:51:00
1193,1935,Website,190.5,1.0,1,2021-06-01 19:52:00
1194,2709,MobileApp,211.67,3.0,1,2021-06-01 19:53:00
1195,1333,MobileApp,1474.34,4.0,0,2021-06-01 19:54:00
1196,202,MobileApp,833.51,4.0,1,2021-06-01 19:55:00
1197,2361,Website,447.97,6.0,1,2021-06-01 19:56:00
1198,117,MobileApp,277.13,8.0,0,2021-06-01 19:57:00
1199,937,MobileApp,1551.71,3.0,1,2021-06-01 19:58:00
1200,575,Website,140.48,4.0,0,2021-06-01 19:59:00
1201,2292,Website,1031.03,5.0,0,2021-06-01 20:00:00
1202,537,Website,1616.45,9.0,0,2021-06-01 20:01:00
1203,1626,Website,536.21,3.0,0,2021-06-01 20:02:00
1204,2123,Website,689.29,3.0,0,2021-06-01 20:03:00
1205,386,Website,719.15,3.0,1,2021-06-01 20:04:00
1206,475,Website,864.46,6.0,1,2021-06-01 20:05:00
1207,418,MobileApp,627.77,2.0,0,2021-06-01 20:06:00
1208,2395,MobileApp,679.11,3.0,0,2021-06-01 20:07:00
1209,2688,MobileApp,269.8,2.0,0,2021-06-01 20:08:00
1210,939,MobileApp,79.49,9.0,1,2021-06-01 20:09:00
1211,955,Website,985.6,9.0,1,2021-06-01 20:10:00
1212,876,Website,176.78,8.0,0,2021-06-01 20:11:00
1213,763,MobileApp,1400.91,7.0,0,2021-06-01 20:12:00
1214,1203,Website,469.78,5.0,0,2021-06-01 20:13:00
1215,1206,Website,1886.55,3.0,0,2021-06-01 20:14:00
1216,664,Website,674.16,2.0,0,2021-06-01 20:15:00
1217,25,Website,367.61,5.0,0,2021-06-01 20:16:00
1218,1991,Website,821.22,5.0,1,2021-06-01 20:17:00
1219,1204,Website,1738.07,4.0,0,2021-06-01 20:18:00
1220,710,Website,563.62,3.0,0,2021-06-01 20:19:00
1221,1880,MobileApp,542.91,4.0,1,2021-06-01 20:20:00
1222,1185,Website,508.04,8.0,1,2021-06-01 20:21:00
1223,2225,MobileApp,361.94,4.0,1,2021-06-01 20:22:00
1224,285,MobileApp,631.96,6.0,0,2021-06-01 20:23:00
1225,63,MobileApp,702.88,5.0,0,2021-06-01 20:24:00
1226,1003,Website,,,1,2021-06-01 20:25:00
1227,662,MobileApp,367.97,5.0,0,2021-06-01 20:26:00
1228,2714,Website,1525.12,1.0,0,2021-06-01 20:27:00
1229,2204,Website,734.33,7.0,0,2021-06-01 20:28:00
1230,1493,MobileApp,826.77,3.0,0,2021-06-01 20:29:00
1231,967,Website,325.02,4.0,0,2021-06-01 20:30:00
1232,849,Website,,,0,2021-06-01 20:31:00
1233,1108,Website,407.98,7.0,0,2021-06-01 20:32:00
1234,689,Website,884.87,4.0,1,2021-06-01 20:33:00
1235,148,Website,231.27,1.0,0,2021-06-01 20:34:00
1236,342,MobileApp,219.99,7.0,1,2021-06-01 20:35:00
1237,2524,Website,59.64,5.0,1,2021-06-01 20:36:00
1238,1087,Website,829.73,5.0,1,2021-06-01 20:37:00
1239,1725,MobileApp,173.1,4.0,1,2021-06-01 20:38:00
1240,1384,MobileApp,523.27,3.0,0,2021-06-01 20:39:00
1241,2609,MobileApp,146.76,8.0,1,2021-06-01 20:40:00
1242,327,MobileApp,534.57,7.0,0,2021-06-01 20:41:00
1243,1793,MobileApp,510.09,4.0,0,2021-06-01 20:42:00
1244,1760,MobileApp,338.73,6.0,0,2021-06-01 20:43:00
1245,990,Website,706.36,4.0,0,2021-06-01 20:44:00
1246,2263,MobileApp,321.92,6.0,0,2021-06-01 20:45:00
1247,2483,MobileApp,969.15,3.0,1,2021-06-01 20:46:00
1248,952,MobileApp,1132.54,3.0,0,2021-06-01 20:47:00
1249,723,MobileApp,1179.49,6.0,0,2021-06-01 20:48:00
1250,2080,Website,529.95,4.0,0,2021-06-01 20:49:00
1251,2718,Website,801.41,5.0,0,2021-06-01 20:50:00
1252,2333,MobileApp,528.52,13.0,1,2021-06-01 20:51:00
1253,429,Website,735.77,5.0,0,2021-06-01 20:52:00
1254,1501,MobileApp,,,1,2021-06-01 20:53:00
1255,286,Website,,,0,2021-06-01 20:54:00
1256,2066,MobileApp,1447.24,2.0,0,2021-06-01 20:55:00
1257,769,MobileApp,84.7,6.0,0,2021-06-01 20:56:00
1258,2638,Website,611.93,6.0,1,2021-06-01 20:57:00
1259,1395,Website,608.82,6.0,1,2021-06-01 20:58:00
1260,194,Website,313.16,5.0,0,2021-06-01 20:59:00
1261,2550,MobileApp,785.22,5.0,0,2021-06-01 21:00:00
1262,988,MobileApp,508.13,10.0,0,2021-06-01 21:01:00
1263,1137,Website,345.91,5.0,1,2021-06-01 21:02:00
1264,2162,Website,587.88,6.0,0,2021-06-01 21:03:00
1265,1702,MobileApp,1503.46,5.0,0,2021-06-01 21:04:00
1266,947,MobileApp,2298.05,6.0,0,2021-06-01 21:05:00
1267,831,Website,445.39,4.0,0,2021-06-01 21:06:00
1268,1921,Website,408.4,8.0,0,2021-06-01 21:07:00
1269,2973,MobileApp,504.63,5.0,0,2021-06-01 21:08:00
1270,55,MobileApp,119.27,9.0,0,2021-06-01 21:09:00
1271,800,MobileApp,463.57,6.0,1,2021-06-01 21:10:00
1272,778,Website,81.52,3.0,0,2021-06-01 21:11:00
1273,1482,MobileApp,263.11,6.0,0,2021-06-01 21:12:00
1274,1902,MobileApp,739.18,4.0,1,2021-06-01 21:13:00
1275,2210,MobileApp,229.69,8.0,0,2021-06-01 21:14:00
1276,2135,Website,644.1,7.0,0,2021-06-01 21:15:00
1277,55,Website,411.64,2.0,0,2021-06-01 21:16:00
1278,1824,Website,316.93,5.0,0,2021-06-01 21:17:00
1279,1202,MobileApp,1004.0,5.0,0,2021-06-01 21:18:00
1280,833,MobileApp,563.72,6.0,1,2021-06-01 21:19:00
1281,313,Website,713.21,6.0,0,2021-06-01 21:20:00
1282,2807,MobileApp,408.52,8.0,0,2021-06-01 21:21:00
1283,1859,Website,909.28,5.0,0,2021-06-01 21:22:00
1284,2008,Website,188.0,2.0,1,2021-06-01 21:23:00
1285,2007,Website,1166.3,4.0,1,2021-06-01 21:24:00
1286,2491,MobileApp,,,0,2021-06-01 21:25:00
1287,1791,MobileApp,49.86,4.0,1,2021-06-01 21:26:00
1288,328,MobileApp,340.95,5.0,0,2021-06-01 21:27:00
1289,2809,MobileApp,405.13,5.0,0,2021-06-01 21:28:00
1290,2627,Website,393.85,4.0,0,2021-06-01 21:29:00
1291,1288,MobileApp,230.89,4.0,0,2021-06-01 21:30:00
1292,2144,Website,1563.74,2.0,0,2021-06-01 21:31:00
1293,1112,Website,487.22,7.0,0,2021-06-01 21:32:00
1294,1312,Website,,,0,2021-06-01 21:33:00
1295,2862,Website,90.78,5.0,0,2021-06-01 21:34:00
1296,2539,Website,241.43,6.0,1,2021-06-01 21:35:00
1297,452,Website,188.89,5.0,0,2021-06-01 21:36:00
1298,1524,MobileApp,72.46,6.0,1,2021-06-01 21:37:00
1299,165,Website,600.28,6.0,0,2021-06-01 21:38:00
1300,182,MobileApp,331.48,3.0,0,2021-06-01 21:39:00
1301,2517,Website,144.0,5.0,0,2021-06-01 21:40:00
1302,910,Website,261.75,6.0,0,2021-06-01 21:41:00
1303,2783,Website,810.99,5.0,0,2021-06-01 21:42:00
1304,823,Website,1330.67,3.0,0,2021-06-01 21:43:00
1305,944,Website,341.09,3.0,0,2021-06-01 21:44:00
1306,2002,MobileApp,289.25,6.0,0,2021-06-01 21:45:00
1307,2055,MobileApp,359.83,3.0,0,2021-06-01 21:46:00
1308,330,Website,275.45,6.0,0,2021-06-01 21:47:00
1309,775,Website,292.03,7.0,0,2021-06-01 21:48:00
1310,2199,MobileApp,1421.07,7.0,1,2021-06-01 21:49:00
1311,147,Website,839.7,6.0,0,2021-06-01 21:50:00
1312,915,Website,933.66,5.0,1,2021-06-01 21:51:00
1313,1572,MobileApp,227.14,2.0,0,2021-06-01 21:52:00
1314,1309,MobileApp,804.98,3.0,1,2021-06-01 21:53:00
1315,2748,MobileApp,424.94,7.0,0,2021-06-01 21:54:00
1316,82,MobileApp,199.45,7.0,1,2021-06-01 21:55:00
1317,514,Website,2047.29,1.0,0,2021-06-01 21:56:00
1318,1921,Website,688.29,7.0,0,2021-06-01 21:57:00
1319,2863,Website,1395.3,3.0,0,2021-06-01 21:58:00
1320,2757,MobileApp,1078.59,4.0,0,2021-06-01 21:59:00
1321,1940,MobileApp,83.49,5.0,0,2021-06-01 22:00:00
1322,746,Website,232.85,10.0,1,2021-06-01 22:01:00
1323,1410,Website,803.11,4.0,0,2021-06-01 22:02:00
1324,707,Website,391.88,3.0,1,2021-06-01 22:03:00
1325,471,Website,697.02,4.0,0,2021-06-01 22:04:00
1326,396,Website,1056.24,8.0,0,2021-06-01 22:05:00
1327,1556,MobileApp,79.39,5.0,0,2021-06-01 22:06:00
1328,2309,MobileApp,658.15,9.0,1,2021-06-01 22:07:00
1329,805,Website,329.25,4.0,0,2021-06-01 22:08:00
1330,934,Website,,,0,2021-06-01 22:09:00
1331,1280,Website,1181.12,6.0,0,2021-06-01 22:10:00
1332,1758,Website,486.24,6.0,0,2021-06-01 22:11:00
1333,905,Website,438.92,8.0,0,2021-06-01 22:12:00
1334,1077,MobileApp,687.49,2.0,1,2021-06-01 22:13:00
1335,2988,Website,856.37,1.0,0,2021-06-01 22:14:00
1336,1891,,1790.68,6.0,0,2021-06-01 22:15:00
1337,1524,MobileApp,1722.67,7.0,0,2021-06-01 22:16:00
1338,2902,MobileApp,1097.97,7.0,0,2021-06-01 22:17:00
1339,1388,Website,1383.65,2.0,1,2021-06-01 22:18:00
1340,1304,MobileApp,479.53,7.0,0,2021-06-01 22:19:00
1341,593,Website,373.95,6.0,0,2021-06-01 22:20:00
1342,2762,Website,98.62,1.0,1,2021-06-01 22:21:00
1343,2680,Website,292.72,6.0,1,2021-06-01 22:22:00
1344,2107,MobileApp,808.33,5.0,0,2021-06-01 22:23:00
1345,128,Website,,,0,2021-06-01 22:24:00
1346,736,Website,556.51,6.0,1,2021-06-01 22:25:00
1347,2769,Website,727.7,1.0,0,2021-06-01 22:26:00
1348,2574,Website,882.34,3.0,0,2021-06-01 22:27:00
1349,521,Website,1981.05,5.0,1,2021-06-01 22:28:00
1350,2600,Website,549.37,1.0,0,2021-06-01 22:29:00
1351,237,MobileApp,842.54,4.0,1,2021-06-01 22:30:00
1352,1305,Website,402.41,5.0,1,2021-06-01 22:31:00
1353,1782,MobileApp,200.43,4.0,0,2021-06-01 22:32:00
1354,1302,MobileApp,319.81,8.0,0,2021-06-01 22:33:00
1355,2542,Website,459.52,5.0,0,2021-06-01 22:34:00
1356,2052,MobileApp,725.8,4.0,0,2021-06-01 22:35:00
1357,2714,MobileApp,1744.36,5.0,0,2021-06-01 22:36:00
1358,442,MobileApp,514.69,4.0,0,2021-06-01 22:37:00
1359,2077,MobileApp,,,1,2021-06-01 22:38:00
1360,2658,MobileApp,347.75,6.0,1,2021-06-01 22:39:00
1361,805,Website,652.57,6.0,0,2021-06-01 22:40:00
1362,75,MobileApp,,,0,2021-06-01 22:41:00
1363,2886,Website,604.7,4.0,0,2021-06-01 22:42:00
1364,2176,MobileApp,477.24,4.0,0,2021-06-01 22:43:00
1365,2090,Website,912.94,1.0,0,2021-06-01 22:44:00
1366,1380,MobileApp,71.51,8.0,1,2021-06-01 22:45:00
1367,41,Website,799.96,8.0,0,2021-06-01 22:46:00
1368,2982,MobileApp,374.65,4.0,1,2021-06-01 22:47:00
1369,2082,MobileApp,702.48,7.0,0,2021-06-01 22:48:00
1370,1701,MobileApp,784.92,7.0,1,2021-06-01 22:49:00
1371,1402,MobileApp,342.87,4.0,0,2021-06-01 22:50:00
1372,588,Website,2170.85,7.0,1,2021-06-01 22:51:00
1373,1623,MobileApp,229.34,6.0,0,2021-06-01 22:52:00
1374,342,MobileApp,1283.47,4.0,1,2021-06-01 22:53:00
1375,2075,MobileApp,473.68,6.0,0,2021-06-01 22:54:00
1376,646,MobileApp,1013.87,6.0,0,2021-06-01 22:55:00
1377,731,Website,107.51,9.0,0,2021-06-01 22:56:00
1378,168,Website,758.44,6.0,0,2021-06-01 22:57:00
1379,610,MobileApp,504.26,7.0,1,2021-06-01 22:58:00
1380,2316,MobileApp,808.38,4.0,0,2021-06-01 22:59:00
1381,1773,Website,805.52,3.0,1,2021-06-01 23:00:00
1382,2041,MobileApp,962.38,2.0,0,2021-06-01 23:01:00
1383,2869,Website,,,0,2021-06-01 23:02:00
1384,455,MobileApp,1504.13,7.0,1,2021-06-01 23:03:00
1385,2954,MobileApp,139.7,6.0,0,2021-06-01 23:04:00
1386,1709,Website,94.04,3.0,0,2021-06-01 23:05:00
1387,2970,MobileApp,366.29,2.0,1,2021-06-01 23:06:00
1388,702,MobileApp,616.4,9.0,0,2021-06-01 23:07:00
1389,2682,Website,378.4,6.0,0,2021-06-01 23:08:00
1390,1600,Website,,,0,2021-06-01 23:09:00
1391,130,Website,1413.22,6.0,0,2021-06-01 23:10:00
1392,1846,MobileApp,,,0,2021-06-01 23:11:00
1393,1387,Website,158.54,5.0,0,2021-06-01 23:12:00
1394,2867,Website,1294.13,4.0,0,2021-06-01 23:13:00
1395,693,Website,329.87,10.0,0,2021-06-01 23:14:00
1396,1395,MobileApp,58.33,6.0,0,2021-06-01 23:15:00
1397,794,MobileApp,192.6,8.0,0,2021-06-01 23:16:00
1398,29,MobileApp,1010.79,3.0,0,2021-06-01 23:17:00
1399,149,Website,819.9,2.0,0,2021-06-01 23:18:00
1400,1320,MobileApp,530.17,8.0,0,2021-06-01 23:19:00
1401,2059,MobileApp,405.17,9.0,0,2021-06-01 23:20:00
1402,2724,Website,173.24,2.0,0,2021-06-01 23:21:00
1403,1137,Website,359.62,2.0,0,2021-06-01 23:22:00
1404,187,MobileApp,134.53,6.0,1,2021-06-01 23:23:00
1405,2855,MobileApp,815.97,6.0,0,2021-06-01 23:24:00
1406,2792,MobileApp,996.24,5.0,0,2021-06-01 23:25:00
1407,1251,Website,,,1,2021-06-01 23:26:00
1408,1334,MobileApp,1056.72,7.0,0,2021-06-01 23:27:00
1409,98,MobileApp,595.35,5.0,0,2021-06-01 23:28:00
1410,55,MobileApp,1023.56,3.0,0,2021-06-01 23:29:00
1411,2671,MobileApp,28.13,6.0,0,2021-06-01 23:30:00
1412,2712,MobileApp,490.08,4.0,1,2021-06-01 23:31:00
1413,758,MobileApp,830.55,8.0,0,2021-06-01 23:32:00
1414,406,Website,322.78,6.0,0,2021-06-01 23:33:00
1415,2117,MobileApp,463.91,6.0,0,2021-06-01 23:34:00
1416,1313,Website,473.34,3.0,1,2021-06-01 23:35:00
1417,1786,MobileApp,548.74,7.0,1,2021-06-01 23:36:00
1418,751,Website,245.5,7.0,0,2021-06-01 23:37:00
1419,1763,MobileApp,475.99,1.0,0,2021-06-01 23:38:00
1420,365,Website,994.03,4.0,1,2021-06-01 23:39:00
1421,2027,MobileApp,169.03,4.0,0,2021-06-01 23:40:00
1422,482,Website,257.69,6.0,0,2021-06-01 23:41:00
1423,2249,Website,512.4,4.0,1,2021-06-01 23:42:00
1424,154,MobileApp,817.59,5.0,0,2021-06-01 23:43:00
1425,1525,MobileApp,170.03,5.0,1,2021-06-01 23:44:00
