TransactionID,UserID,TransactionAmount,TransactionDate,ProductCategory
1883,1987,51.72,2021-03-20 10:00:00,Home
1884,635,24.17,2021-03-20 11:00:00,Beauty
1885,1926,44.0,2021-03-20 12:00:00,Home
1886,2057,33.42,2021-03-20 13:00:00,Electronics
1887,2822,19.37,2021-03-20 14:00:00,Home
1888,2271,136.0,2021-03-20 15:00:00,Clothing
1889,1440,29.04,2021-03-20 16:00:00,Home
1890,553,60.54,2021-03-20 17:00:00,Books
1891,716,48.75,2021-03-20 18:00:00,Books
1892,1288,402.17,2021-03-20 19:00:00,Clothing
1893,1714,49.61,2021-03-20 20:00:00,Home
1894,1884,8.34,2021-03-20 21:00:00,Beauty
1895,1108,9.41,2021-03-20 22:00:00,Home
1896,1342,89.34,2021-03-20 23:00:00,Books
1897,111,91.47,2021-03-21 00:00:00,Books
1898,251,54.26,2021-03-21 01:00:00,Electronics
1899,2431,56.54,2021-03-21 02:00:00,Books
1900,2055,5.54,2021-03-21 03:00:00,Electronics
1901,459,72.68,2021-03-21 04:00:00,Books
1902,1108,70.27,2021-03-21 05:00:00,Books
1903,208,16.2,2021-03-21 06:00:00,Beauty
1904,900,10.96,2021-03-21 07:00:00,Electronics
1905,22,13.19,2021-03-21 08:00:00,Electronics
1906,410,10.65,2021-03-21 09:00:00,Books
1907,895,94.09,2021-03-21 10:00:00,Electronics
1908,515,21.88,2021-03-21 11:00:00,Books
1909,809,28.96,2021-03-21 12:00:00,Books
1910,874,19.06,2021-03-21 13:00:00,Home
1911,14,316.62,2021-03-21 14:00:00,Electronics
1912,971,192.84,2021-03-21 15:00:00,Clothing
1913,2135,26.2,2021-03-21 16:00:00,Electronics
1914,2957,39.69,2021-03-21 17:00:00,Electronics
1915,1561,23.56,2021-03-21 18:00:00,Beauty
1916,1325,67.7,2021-03-21 19:00:00,Clothing
1917,1267,1.98,2021-03-21 20:00:00,Clothing
1918,2170,111.28,2021-03-21 21:00:00,Beauty
1919,750,74.06,2021-03-21 22:00:00,Beauty
1920,685,228.91,2021-03-21 23:00:00,Electronics
1921,1928,17.96,2021-03-22 00:00:00,Home
1922,2357,163.02,2021-03-22 01:00:00,Beauty
1923,695,157.0,2021-03-22 02:00:00,Clothing
1924,2336,13.6,2021-03-22 03:00:00,Clothing
1925,307,50.84,2021-03-22 04:00:00,Electronics
1926,1990,18.65,2021-03-22 05:00:00,Home
1927,2962,29.4,2021-03-22 06:00:00,Books
1928,662,30.55,2021-03-22 07:00:00,Beauty
1929,549,81.25,2021-03-22 08:00:00,Beauty
1930,312,53.0,2021-03-22 09:00:00,Electronics
1931,2921,295.14,2021-03-22 10:00:00,Home
1932,1083,13.51,2021-03-22 11:00:00,Clothing
1933,2972,363.79,2021-03-22 12:00:00,Clothing
1934,1738,26.22,2021-03-22 13:00:00,Books
1935,755,148.23,2021-03-22 14:00:00,Clothing
1936,35,41.4,2021-03-22 15:00:00,Beauty
1937,445,15.44,2021-03-22 16:00:00,Books
1938,2141,195.11,2021-03-22 17:00:00,Home
1939,1983,36.94,2021-03-22 18:00:00,Books
1940,1231,107.54,2021-03-22 19:00:00,Home
1941,353,83.57,2021-03-22 20:00:00,Clothing
1942,903,63.82,2021-03-22 21:00:00,Electronics
1943,1356,68.48,2021-03-22 22:00:00,Books
1944,2910,131.77,2021-03-22 23:00:00,Books
1945,1749,9.19,2021-03-23 00:00:00,Beauty
1946,159,110.32,2021-03-23 01:00:00,Beauty
1947,1978,226.16,2021-03-23 02:00:00,Home
1948,957,5.95,2021-03-23 03:00:00,Electronics
1949,2072,15.16,2021-03-23 04:00:00,Beauty
1950,404,126.1,2021-03-23 05:00:00,Beauty
1951,2853,57.5,2021-03-23 06:00:00,Clothing
1952,516,51.68,2021-03-23 07:00:00,Clothing
1953,2780,14.73,2021-03-23 08:00:00,Beauty
1954,1388,70.68,2021-03-23 09:00:00,Home
1955,2580,13.53,2021-03-23 10:00:00,Electronics
1956,956,64.74,2021-03-23 11:00:00,Beauty
1957,2200,144.23,2021-03-23 12:00:00,Home
1958,1713,29.88,2021-03-23 13:00:00,Home
1959,2995,65.54,2021-03-23 14:00:00,Beauty
1960,608,483.03,2021-03-23 15:00:00,Home
1961,2468,116.04,2021-03-23 16:00:00,Books
1962,1274,184.11,2021-03-23 17:00:00,Home
1963,2914,53.59,2021-03-23 18:00:00,Beauty
1964,1536,146.04,2021-03-23 19:00:00,Home
1965,2626,4.14,2021-03-23 20:00:00,Beauty
1966,2383,13.11,2021-03-23 21:00:00,Clothing
1967,1442,22.7,2021-03-23 22:00:00,Beauty
1968,2980,51.41,2021-03-23 23:00:00,Home
1969,1798,186.91,2021-03-24 00:00:00,Beauty
1970,295,42.51,2021-03-24 01:00:00,Electronics
1971,755,106.31,2021-03-24 02:00:00,Beauty
1972,1395,123.55,2021-03-24 03:00:00,Beauty
1973,186,88.23,2021-03-24 04:00:00,Electronics
1974,1270,44.2,2021-03-24 05:00:00,Electronics
1975,637,86.05,2021-03-24 06:00:00,Electronics
1976,1292,41.9,2021-03-24 07:00:00,Books
1977,530,8.76,2021-03-24 08:00:00,Beauty
1978,2069,493.42,2021-03-24 09:00:00,Electronics
1979,2959,13.6,2021-03-24 10:00:00,Electronics
1980,2915,7.51,2021-03-24 11:00:00,Clothing
1981,794,210.81,2021-03-24 12:00:00,Books
1982,2148,35.93,2021-03-24 13:00:00,Beauty
1983,2800,105.07,2021-03-24 14:00:00,Home
1984,478,39.9,2021-03-24 15:00:00,Books
1985,1623,49.67,2021-03-24 16:00:00,Books
1986,940,30.4,2021-03-24 17:00:00,Clothing
1987,526,42.01,2021-03-24 18:00:00,Beauty
1988,2382,52.88,2021-03-24 19:00:00,Beauty
1989,2,127.45,2021-03-24 20:00:00,Electronics
1990,375,71.65,2021-03-24 21:00:00,Electronics
1991,2341,287.47,2021-03-24 22:00:00,Books
1992,2885,4.28,2021-03-24 23:00:00,Clothing
1993,553,69.93,2021-03-25 00:00:00,Beauty
1994,2366,87.76,2021-03-25 01:00:00,Clothing
1995,1526,252.82,2021-03-25 02:00:00,Home
1996,1852,5.04,2021-03-25 03:00:00,Beauty
1997,381,85.21,2021-03-25 04:00:00,Electronics
1998,1647,192.16,2021-03-25 05:00:00,Books
1999,14,27.7,2021-03-25 06:00:00,Clothing
2000,504,208.98,2021-03-25 07:00:00,Electronics
2001,2279,1.92,2021-03-25 08:00:00,Books
2002,2009,131.85,2021-03-25 09:00:00,Electronics
2003,130,270.48,2021-03-25 10:00:00,Beauty
2004,838,107.06,2021-03-25 11:00:00,Clothing
2005,2939,57.81,2021-03-25 12:00:00,Home
2006,2041,4.59,2021-03-25 13:00:00,Electronics
2007,28,252.72,2021-03-25 14:00:00,Clothing
2008,2114,63.54,2021-03-25 15:00:00,Beauty
2009,1253,2.94,2021-03-25 16:00:00,Electronics
2010,261,117.06,2021-03-25 17:00:00,Beauty
2011,2047,65.75,2021-03-25 18:00:00,Home
2012,1473,13.28,2021-03-25 19:00:00,Home
2013,1448,24.11,2021-03-25 20:00:00,Books
2014,460,6.67,2021-03-25 21:00:00,Books
2015,301,85.4,2021-03-25 22:00:00,Books
2016,2967,97.29,2021-03-25 23:00:00,Beauty
2017,2335,70.47,2021-03-26 00:00:00,Books
2018,630,169.88,2021-03-26 01:00:00,Clothing
2019,270,197.33,2021-03-26 02:00:00,Beauty
2020,2640,95.61,2021-03-26 03:00:00,Beauty
2021,1994,1.28,2021-03-26 04:00:00,Books
2022,1629,118.82,2021-03-26 05:00:00,Books
2023,1802,54.13,2021-03-26 06:00:00,Beauty
2024,2892,83.37,2021-03-26 07:00:00,Home
2025,862,104.72,2021-03-26 08:00:00,Home
2026,1281,43.11,2021-03-26 09:00:00,Books
2027,2181,249.01,2021-03-26 10:00:00,Home
2028,1800,14.38,2021-03-26 11:00:00,Clothing
2029,1707,111.33,2021-03-26 12:00:00,Clothing
2030,2561,0.44,2021-03-26 13:00:00,Clothing
2031,2361,258.56,2021-03-26 14:00:00,Beauty
2032,576,11.94,2021-03-26 15:00:00,Beauty
2033,2934,9.97,2021-03-26 16:00:00,Beauty
2034,2004,40.5,2021-03-26 17:00:00,Beauty
2035,1308,46.77,2021-03-26 18:00:00,Beauty
2036,1957,24.12,2021-03-26 19:00:00,Books
2037,2735,87.98,2021-03-26 20:00:00,Home
2038,2021,58.5,2021-03-26 21:00:00,Books
2039,2213,3.48,2021-03-26 22:00:00,Home
2040,2353,38.52,2021-03-26 23:00:00,Books
2041,1656,166.3,2021-03-27 00:00:00,Clothing
2042,1580,117.02,2021-03-27 01:00:00,Electronics
2043,1848,129.05,2021-03-27 02:00:00,Beauty
2044,2204,119.77,2021-03-27 03:00:00,Electronics
2045,1391,37.25,2021-03-27 04:00:00,Electronics
2046,1743,10.5,2021-03-27 05:00:00,Clothing
2047,1926,31.81,2021-03-27 06:00:00,Electronics
2048,620,178.25,2021-03-27 07:00:00,Electronics
2049,1275,393.58,2021-03-27 08:00:00,Clothing
2050,957,68.09,2021-03-27 09:00:00,Home
2051,1940,0.97,2021-03-27 10:00:00,Books
2052,2382,15.09,2021-03-27 11:00:00,Electronics
2053,969,38.87,2021-03-27 12:00:00,Beauty
2054,2559,86.41,2021-03-27 13:00:00,Clothing
2055,1317,7.81,2021-03-27 14:00:00,Electronics
2056,1044,287.1,2021-03-27 15:00:00,Home
2057,282,45.43,2021-03-27 16:00:00,Home
2058,2845,243.71,2021-03-27 17:00:00,Beauty
2059,2167,151.65,2021-03-27 18:00:00,Electronics
2060,1059,140.83,2021-03-27 19:00:00,Beauty
2061,198,93.32,2021-03-27 20:00:00,Home
2062,2533,98.56,2021-03-27 21:00:00,Home
2063,1083,101.61,2021-03-27 22:00:00,Books
2064,2885,99.08,2021-03-27 23:00:00,Home
2065,1185,80.68,2021-03-28 00:00:00,Clothing
2066,1009,429.87,2021-03-28 01:00:00,Books
2067,2739,131.79,2021-03-28 02:00:00,Beauty
2068,1230,150.03,2021-03-28 03:00:00,Home
2069,1036,205.93,2021-03-28 04:00:00,Clothing
2070,490,24.29,2021-03-28 05:00:00,Books
2071,276,8.75,2021-03-28 06:00:00,Clothing
2072,2741,65.95,2021-03-28 07:00:00,Books
2073,2290,72.17,2021-03-28 08:00:00,Books
2074,1240,176.72,2021-03-28 09:00:00,Books
2075,1275,58.66,2021-03-28 10:00:00,Beauty
2076,126,84.6,2021-03-28 11:00:00,Books
2077,217,74.88,2021-03-28 12:00:00,Books
2078,1209,3.9,2021-03-28 13:00:00,Clothing
2079,1247,95.51,2021-03-28 14:00:00,Books
2080,2543,176.05,2021-03-28 15:00:00,Beauty
2081,2475,17.14,2021-03-28 16:00:00,Clothing
2082,919,90.22,2021-03-28 17:00:00,Books
2083,1318,90.04,2021-03-28 18:00:00,Clothing
2084,2199,17.93,2021-03-28 19:00:00,Beauty
2085,2432,13.18,2021-03-28 20:00:00,Clothing
2086,1662,391.46,2021-03-28 21:00:00,Beauty
2087,308,50.04,2021-03-28 22:00:00,Home
2088,1360,25.8,2021-03-28 23:00:00,Books
2089,1970,18.79,2021-03-29 00:00:00,Beauty
2090,2794,110.14,2021-03-29 01:00:00,Books
2091,892,94.02,2021-03-29 02:00:00,Beauty
2092,375,103.16,2021-03-29 03:00:00,Electronics
2093,2034,9.21,2021-03-29 04:00:00,Electronics
2094,1365,223.99,2021-03-29 05:00:00,Electronics
2095,129,49.31,2021-03-29 06:00:00,Beauty
2096,1015,37.6,2021-03-29 07:00:00,Books
2097,1800,62.06,2021-03-29 08:00:00,Electronics
2098,2717,49.44,2021-03-29 09:00:00,Books
2099,1382,199.2,2021-03-29 10:00:00,Beauty
2100,517,264.88,2021-03-29 11:00:00,Books
2101,1519,36.16,2021-03-29 12:00:00,Books
2102,86,199.46,2021-03-29 13:00:00,Electronics
2103,1199,152.11,2021-03-29 14:00:00,Clothing
2104,2359,267.09,2021-03-29 15:00:00,Home
2105,1143,28.2,2021-03-29 16:00:00,Beauty
2106,2475,86.03,2021-03-29 17:00:00,Beauty
2107,1994,32.1,2021-03-29 18:00:00,Beauty
2108,2162,173.78,2021-03-29 19:00:00,Home
2109,303,0.53,2021-03-29 20:00:00,Clothing
2110,2792,83.2,2021-03-29 21:00:00,Books
2111,588,41.43,2021-03-29 22:00:00,Beauty
2112,987,38.96,2021-03-29 23:00:00,Books
2113,1864,103.54,2021-03-30 00:00:00,Electronics
2114,345,190.71,2021-03-30 01:00:00,Electronics
2115,814,93.95,2021-03-30 02:00:00,Electronics
2116,1988,191.85,2021-03-30 03:00:00,Beauty
2117,2849,30.73,2021-03-30 04:00:00,Home
2118,1311,73.29,2021-03-30 05:00:00,Beauty
2119,2000,59.88,2021-03-30 06:00:00,Electronics
2120,1678,1.17,2021-03-30 07:00:00,Electronics
2121,1328,81.38,2021-03-30 08:00:00,Beauty
2122,1093,108.33,2021-03-30 09:00:00,Home
2123,2409,89.63,2021-03-30 10:00:00,Home
2124,1010,133.29,2021-03-30 11:00:00,Books
2125,704,84.71,2021-03-30 12:00:00,Clothing
2126,575,6.91,2021-03-30 13:00:00,Electronics
2127,1609,12.38,2021-03-30 14:00:00,Home
2128,1113,90.75,2021-03-30 15:00:00,Electronics
2129,688,32.16,2021-03-30 16:00:00,Clothing
2130,2829,8.3,2021-03-30 17:00:00,Electronics
2131,2633,56.14,2021-03-30 18:00:00,Home
2132,2637,80.82,2021-03-30 19:00:00,Books
2133,489,39.86,2021-03-30 20:00:00,Beauty
2134,1348,127.45,2021-03-30 21:00:00,Beauty
2135,494,103.22,2021-03-30 22:00:00,Home
2136,1668,40.47,2021-03-30 23:00:00,Home
2137,1638,140.6,2021-03-31 00:00:00,Clothing
2138,19,104.61,2021-03-31 01:00:00,Electronics
2139,2445,101.46,2021-03-31 02:00:00,Clothing
2140,1001,80.62,2021-03-31 03:00:00,Beauty
2141,851,1.15,2021-03-31 04:00:00,Electronics
2142,1389,119.24,2021-03-31 05:00:00,Clothing
2143,1355,47.17,2021-03-31 06:00:00,Beauty
2144,1368,285.79,2021-03-31 07:00:00,Electronics
2145,822,170.37,2021-03-31 08:00:00,Books
2146,455,88.6,2021-03-31 09:00:00,Books
2147,1625,29.06,2021-03-31 10:00:00,Clothing
2148,2773,22.78,2021-03-31 11:00:00,Home
2149,711,41.61,2021-03-31 12:00:00,Electronics
2150,2191,64.73,2021-03-31 13:00:00,Clothing
2151,917,35.11,2021-03-31 14:00:00,Home
2152,2876,72.35,2021-03-31 15:00:00,Home
2153,2653,18.08,2021-03-31 16:00:00,Electronics
2154,1497,380.37,2021-03-31 17:00:00,Electronics
2155,1441,11.42,2021-03-31 18:00:00,Home
2156,305,268.74,2021-03-31 19:00:00,Beauty
2157,736,244.85,2021-03-31 20:00:00,Clothing
2158,2339,74.52,2021-03-31 21:00:00,Electronics
2159,1964,129.07,2021-03-31 22:00:00,Home
2160,2150,57.28,2021-03-31 23:00:00,Beauty
2161,2010,99.43,2021-04-01 00:00:00,Books
2162,2915,41.64,2021-04-01 01:00:00,Home
2163,2890,35.83,2021-04-01 02:00:00,Beauty
2164,962,86.33,2021-04-01 03:00:00,Books
2165,2990,68.94,2021-04-01 04:00:00,Beauty
2166,1027,86.64,2021-04-01 05:00:00,Electronics
2167,2133,33.78,2021-04-01 06:00:00,Home
2168,2376,45.72,2021-04-01 07:00:00,Books
2169,2864,8.76,2021-04-01 08:00:00,Beauty
2170,1474,5.37,2021-04-01 09:00:00,Books
2171,2502,29.23,2021-04-01 10:00:00,Clothing
2172,1948,7.71,2021-04-01 11:00:00,Home
2173,2677,10.96,2021-04-01 12:00:00,Electronics
2174,1178,167.63,2021-04-01 13:00:00,Books
2175,665,3.96,2021-04-01 14:00:00,Beauty
2176,12,107.57,2021-04-01 15:00:00,Books
2177,1157,31.82,2021-04-01 16:00:00,Beauty
2178,304,205.22,2021-04-01 17:00:00,Books
2179,1764,66.36,2021-04-01 18:00:00,Electronics
2180,2831,36.47,2021-04-01 19:00:00,Electronics
2181,43,72.91,2021-04-01 20:00:00,Home
2182,944,48.12,2021-04-01 21:00:00,Electronics
2183,2391,83.08,2021-04-01 22:00:00,Books
2184,1350,12.16,2021-04-01 23:00:00,Books
2185,2546,580.6,2021-04-02 00:00:00,Electronics
2186,2412,55.44,2021-04-02 01:00:00,Clothing
2187,891,42.81,2021-04-02 02:00:00,Books
2188,2475,123.86,2021-04-02 03:00:00,Home
2189,1005,45.24,2021-04-02 04:00:00,Clothing
2190,21,179.14,2021-04-02 05:00:00,Electronics
2191,407,60.56,2021-04-02 06:00:00,Beauty
2192,2667,127.14,2021-04-02 07:00:00,Books
2193,1015,11.37,2021-04-02 08:00:00,Beauty
2194,336,187.16,2021-04-02 09:00:00,Home
2195,1839,133.07,2021-04-02 10:00:00,Clothing
2196,1148,23.79,2021-04-02 11:00:00,Beauty
2197,2447,15.7,2021-04-02 12:00:00,Home
2198,2841,38.02,2021-04-02 13:00:00,Beauty
2199,1828,373.26,2021-04-02 14:00:00,Beauty
2200,715,29.68,2021-04-02 15:00:00,Home
2201,51,60.9,2021-04-02 16:00:00,Books
2202,324,3.05,2021-04-02 17:00:00,Beauty
2203,789,50.62,2021-04-02 18:00:00,Home
2204,141,84.7,2021-04-02 19:00:00,Beauty
2205,470,306.03,2021-04-02 20:00:00,Books
2206,787,72.72,2021-04-02 21:00:00,Home
2207,1826,170.99,2021-04-02 22:00:00,Beauty
2208,1358,79.21,2021-04-02 23:00:00,Electronics
2209,1917,4.16,2021-04-03 00:00:00,Books
2210,964,37.83,2021-04-03 01:00:00,Beauty
2211,373,85.7,2021-04-03 02:00:00,Clothing
2212,2542,300.77,2021-04-03 03:00:00,Home
2213,1693,195.99,2021-04-03 04:00:00,Beauty
2214,2799,25.92,2021-04-03 05:00:00,Books
2215,1180,24.86,2021-04-03 06:00:00,Books
2216,2339,22.46,2021-04-03 07:00:00,Clothing
2217,1672,255.75,2021-04-03 08:00:00,Clothing
2218,106,191.51,2021-04-03 09:00:00,Beauty
2219,1444,149.11,2021-04-03 10:00:00,Electronics
2220,2718,49.88,2021-04-03 11:00:00,Books
2221,1682,70.19,2021-04-03 12:00:00,Electronics
2222,2,62.42,2021-04-03 13:00:00,Electronics
2223,2637,29.22,2021-04-03 14:00:00,Beauty
2224,2692,70.33,2021-04-03 15:00:00,Home
2225,2138,3.1,2021-04-03 16:00:00,Home
2226,350,14.13,2021-04-03 17:00:00,Home
2227,1287,217.67,2021-04-03 18:00:00,Clothing
2228,1063,139.3,2021-04-03 19:00:00,Books
2229,2957,54.97,2021-04-03 20:00:00,Clothing
2230,2207,72.8,2021-04-03 21:00:00,Books
2231,2360,46.2,2021-04-03 22:00:00,Books
2232,445,135.01,2021-04-03 23:00:00,Books
2233,2346,153.33,2021-04-04 00:00:00,Beauty
2234,952,144.09,2021-04-04 01:00:00,Home
2235,36,128.23,2021-04-04 02:00:00,Clothing
2236,1108,22.88,2021-04-04 03:00:00,Clothing
2237,1476,41.24,2021-04-04 04:00:00,Beauty
2238,1799,63.46,2021-04-04 05:00:00,Books
2239,1846,40.17,2021-04-04 06:00:00,Home
2240,1409,140.63,2021-04-04 07:00:00,Electronics
2241,1196,39.95,2021-04-04 08:00:00,Electronics
2242,1400,14.88,2021-04-04 09:00:00,Beauty
2243,1709,50.92,2021-04-04 10:00:00,Home
2244,1386,390.78,2021-04-04 11:00:00,Electronics
2245,2607,25.6,2021-04-04 12:00:00,Electronics
2246,2939,94.72,2021-04-04 13:00:00,Clothing
2247,2189,56.73,2021-04-04 14:00:00,Home
2248,2935,7.37,2021-04-04 15:00:00,Electronics
2249,1301,66.92,2021-04-04 16:00:00,Clothing
2250,2774,121.12,2021-04-04 17:00:00,Home
2251,1244,71.99,2021-04-04 18:00:00,Books
2252,521,205.66,2021-04-04 19:00:00,Home
2253,1807,34.1,2021-04-04 20:00:00,Beauty
2254,10,9.02,2021-04-04 21:00:00,Clothing
2255,984,275.77,2021-04-04 22:00:00,Books
2256,2426,47.51,2021-04-04 23:00:00,Clothing
2257,1657,85.9,2021-04-05 00:00:00,Clothing
2258,1661,157.02,2021-04-05 01:00:00,Electronics
2259,2730,39.2,2021-04-05 02:00:00,Home
2260,2632,125.94,2021-04-05 03:00:00,Clothing
2261,2200,14.55,2021-04-05 04:00:00,Clothing
2262,720,34.43,2021-04-05 05:00:00,Beauty
2263,1073,15.63,2021-04-05 06:00:00,Beauty
2264,859,166.72,2021-04-05 07:00:00,Beauty
2265,1317,25.19,2021-04-05 08:00:00,Clothing
2266,1604,126.37,2021-04-05 09:00:00,Books
2267,50,287.0,2021-04-05 10:00:00,Home
2268,2712,75.03,2021-04-05 11:00:00,Clothing
2269,2579,77.66,2021-04-05 12:00:00,Electronics
2270,2905,61.81,2021-04-05 13:00:00,Books
2271,146,39.44,2021-04-05 14:00:00,Books
2272,915,64.56,2021-04-05 15:00:00,Home
2273,1463,92.33,2021-04-05 16:00:00,Books
2274,2290,426.81,2021-04-05 17:00:00,Home
2275,581,277.68,2021-04-05 18:00:00,Books
2276,2735,198.16,2021-04-05 19:00:00,Home
2277,1585,219.94,2021-04-05 20:00:00,Beauty
2278,483,63.08,2021-04-05 21:00:00,Beauty
2279,1250,107.13,2021-04-05 22:00:00,Books
2280,673,225.44,2021-04-05 23:00:00,Books
2281,631,49.91,2021-04-06 00:00:00,Home
2282,2709,326.39,2021-04-06 01:00:00,Home
2283,662,53.75,2021-04-06 02:00:00,Clothing
2284,2853,91.9,2021-04-06 03:00:00,Beauty
2285,2467,123.72,2021-04-06 04:00:00,Clothing
2286,988,300.76,2021-04-06 05:00:00,Clothing
2287,1547,28.05,2021-04-06 06:00:00,Electronics
2288,650,137.09,2021-04-06 07:00:00,Home
2289,969,73.57,2021-04-06 08:00:00,Electronics
2290,2638,31.27,2021-04-06 09:00:00,Electronics
2291,1101,149.88,2021-04-06 10:00:00,Clothing
2292,2557,80.35,2021-04-06 11:00:00,Electronics
2293,441,108.17,2021-04-06 12:00:00,Home
2294,921,38.99,2021-04-06 13:00:00,Clothing
2295,770,65.64,2021-04-06 14:00:00,Home
2296,1344,96.06,2021-04-06 15:00:00,Books
2297,1827,51.9,2021-04-06 16:00:00,Electronics
2298,263,22.11,2021-04-06 17:00:00,Clothing
2299,1578,326.08,2021-04-06 18:00:00,Beauty
2300,2685,71.63,2021-04-06 19:00:00,Home
2301,2507,132.4,2021-04-06 20:00:00,Electronics
2302,999,52.94,2021-04-06 21:00:00,Home
2303,700,43.87,2021-04-06 22:00:00,Home
2304,2350,52.28,2021-04-06 23:00:00,Books
2305,1604,52.63,2021-04-07 00:00:00,Home
2306,1242,78.57,2021-04-07 01:00:00,Books
2307,1126,78.41,2021-04-07 02:00:00,Books
2308,2602,68.75,2021-04-07 03:00:00,Books
2309,2336,14.48,2021-04-07 04:00:00,Electronics
2310,1191,68.53,2021-04-07 05:00:00,Home
2311,2669,18.53,2021-04-07 06:00:00,Home
2312,1006,13.48,2021-04-07 07:00:00,Books
2313,36,269.78,2021-04-07 08:00:00,Home
2314,744,92.87,2021-04-07 09:00:00,Home
2315,1765,107.73,2021-04-07 10:00:00,Books
2316,353,51.38,2021-04-07 11:00:00,Beauty
2317,1923,239.67,2021-04-07 12:00:00,Beauty
2318,73,101.59,2021-04-07 13:00:00,Books
2319,2696,146.61,2021-04-07 14:00:00,Electronics
2320,1377,45.98,2021-04-07 15:00:00,Home
2321,1915,321.92,2021-04-07 16:00:00,Home
2322,1094,171.74,2021-04-07 17:00:00,Beauty
2323,2473,192.38,2021-04-07 18:00:00,Books
2324,708,18.9,2021-04-07 19:00:00,Electronics
2325,1805,31.6,2021-04-07 20:00:00,Books
2326,2609,33.63,2021-04-07 21:00:00,Beauty
2327,2876,31.6,2021-04-07 22:00:00,Beauty
2328,956,193.38,2021-04-07 23:00:00,Home
2329,2565,3.24,2021-04-08 00:00:00,Clothing
2330,2476,7.92,2021-04-08 01:00:00,Electronics
2331,160,32.01,2021-04-08 02:00:00,Electronics
2332,2197,22.3,2021-04-08 03:00:00,Clothing
2333,2824,26.38,2021-04-08 04:00:00,Beauty
2334,1736,159.92,2021-04-08 05:00:00,Books
2335,1586,82.81,2021-04-08 06:00:00,Electronics
2336,67,0.58,2021-04-08 07:00:00,Clothing
2337,2429,56.09,2021-04-08 08:00:00,Home
2338,58,52.41,2021-04-08 09:00:00,Home
2339,342,12.1,2021-04-08 10:00:00,Beauty
2340,1154,112.74,2021-04-08 11:00:00,Electronics
2341,2775,121.1,2021-04-08 12:00:00,Books
2342,1196,127.62,2021-04-08 13:00:00,Electronics
2343,2818,130.37,2021-04-08 14:00:00,Home
2344,2662,0.01,2021-04-08 15:00:00,Electronics
2345,1233,307.74,2021-04-08 16:00:00,Home
2346,2402,168.31,2021-04-08 17:00:00,Clothing
2347,1495,234.32,2021-04-08 18:00:00,Clothing
2348,1822,1.58,2021-04-08 19:00:00,Home
2349,116,271.6,2021-04-08 20:00:00,Books
2350,662,165.96,2021-04-08 21:00:00,Books
2351,1466,181.54,2021-04-08 22:00:00,Electronics
2352,2501,9.79,2021-04-08 23:00:00,Home
2353,1869,134.24,2021-04-09 00:00:00,Beauty
2354,2335,321.68,2021-04-09 01:00:00,Books
2355,1017,113.49,2021-04-09 02:00:00,Books
2356,311,84.53,2021-04-09 03:00:00,Clothing
2357,208,291.19,2021-04-09 04:00:00,Books
2358,2666,58.51,2021-04-09 05:00:00,Books
2359,2494,91.45,2021-04-09 06:00:00,Books
2360,2718,64.69,2021-04-09 07:00:00,Home
2361,633,270.08,2021-04-09 08:00:00,Home
2362,2103,7.91,2021-04-09 09:00:00,Clothing
2363,2960,69.54,2021-04-09 10:00:00,Electronics
2364,657,116.14,2021-04-09 11:00:00,Books
2365,1424,156.98,2021-04-09 12:00:00,Electronics
2366,1932,87.47,2021-04-09 13:00:00,Home
2367,2563,239.6,2021-04-09 14:00:00,Books
2368,1680,284.72,2021-04-09 15:00:00,Electronics
2369,237,6.65,2021-04-09 16:00:00,Electronics
2370,348,51.48,2021-04-09 17:00:00,Beauty
2371,2675,2.37,2021-04-09 18:00:00,Home
2372,630,39.96,2021-04-09 19:00:00,Clothing
2373,1541,76.97,2021-04-09 20:00:00,Clothing
2374,2004,241.68,2021-04-09 21:00:00,Beauty
2375,1272,187.44,2021-04-09 22:00:00,Electronics
2376,364,13.64,2021-04-09 23:00:00,Beauty
2377,2369,9.76,2021-04-10 00:00:00,Beauty
2378,286,88.98,2021-04-10 01:00:00,Home
2379,149,75.95,2021-04-10 02:00:00,Books
2380,1108,30.98,2021-04-10 03:00:00,Electronics
2381,2454,229.71,2021-04-10 04:00:00,Clothing
2382,456,262.23,2021-04-10 05:00:00,Clothing
2383,1767,51.52,2021-04-10 06:00:00,Beauty
2384,800,221.0,2021-04-10 07:00:00,Beauty
2385,1185,48.44,2021-04-10 08:00:00,Beauty
2386,1013,133.49,2021-04-10 09:00:00,Electronics
2387,2832,64.62,2021-04-10 10:00:00,Beauty
2388,2508,13.08,2021-04-10 11:00:00,Beauty
2389,1524,263.02,2021-04-10 12:00:00,Books
2390,2786,60.53,2021-04-10 13:00:00,Electronics
2391,2557,132.61,2021-04-10 14:00:00,Home
2392,481,45.76,2021-04-10 15:00:00,Home
2393,1687,1.91,2021-04-10 16:00:00,Books
2394,2162,10.59,2021-04-10 17:00:00,Clothing
2395,2797,68.56,2021-04-10 18:00:00,Home
2396,1602,117.11,2021-04-10 19:00:00,Electronics
2397,2409,40.76,2021-04-10 20:00:00,Clothing
2398,341,118.9,2021-04-10 21:00:00,Beauty
2399,2818,119.94,2021-04-10 22:00:00,Electronics
2400,2011,121.72,2021-04-10 23:00:00,Clothing
2401,2809,67.83,2021-04-11 00:00:00,Home
2402,2497,246.38,2021-04-11 01:00:00,Beauty
