Tenure,Monthly_Charges,Service_Type,Churn
3,100.85,Phone,Yes
69,96.2,Multiple,No
49,109.96,Multiple,No
58,99.28,Internet,No
28,55.81,Multiple,No
27,82.55,Multiple,No
22,105.81,Multiple,No
71,46.28,Multiple,No
13,44.67,Multiple,No
22,44.31,Phone,No
5,47.48,Internet,No
22,39.29,Phone,No
53,105.39,Multiple,Yes
39,103.65,Internet,No
37,43.62,Internet,No
31,93.5,Multiple,No
62,86.43,Multiple,Yes
6,54.86,Multiple,No
34,50.46,Phone,No
52,52.55,Phone,Yes
30,95.76,Phone,Yes
13,58.74,Multiple,Yes
58,55.02,Internet,No
53,32.02,Phone,No
20,111.74,Multiple,No
6,97.74,Phone,Yes
55,72.55,Internet,No
31,114.86,Multiple,Yes
59,56.42,Multiple,Yes
19,90.72,Multiple,No
70,57.46,Internet,No
28,58.31,Internet,Yes
13,106.02,Phone,No
52,100.83,Internet,Yes
61,56.47,Multiple,No
41,37.33,Multiple,No
45,62.18,Multiple,No
7,98.41,Internet,No
14,39.05,Multiple,No
36,90.49,Internet,No
8,110.08,Internet,No
12,46.13,Phone,No
40,107.6,Phone,No
62,34.62,Internet,No
14,90.02,Phone,Yes
49,101.19,Multiple,No
51,70.03,Multiple,No
62,48.34,Multiple,No
5,113.23,Phone,No
67,31.8,Multiple,No
1,79.96,Multiple,No
49,63.56,Internet,No
17,71.5,Multiple,No
35,78.29,Multiple,Yes
67,78.13,Multiple,No
13,48.33,Internet,No
37,91.17,Phone,No
38,31.72,Internet,No
6,31.91,Multiple,No
63,73.06,Multiple,Yes
49,78.77,Phone,No
9,54.74,Multiple,No
36,79.65,Phone,No
23,76.45,Internet,No
57,61.43,Multiple,No
50,88.66,Internet,No
59,116.21,Internet,No
7,74.17,Internet,No
47,100.74,Internet,No
56,52.28,Multiple,Yes
8,98.58,Multiple,No
36,88.4,Multiple,No
42,87.57,Phone,No
39,110.37,Multiple,No
65,51.0,Phone,No
44,63.16,Phone,Yes
46,37.48,Internet,No
13,95.35,Internet,No
37,105.95,Phone,No
14,66.53,Phone,No
13,62.11,Multiple,No
12,89.28,Internet,No
55,36.8,Phone,No
28,56.45,Internet,No
22,62.96,Internet,No
19,76.67,Internet,No
30,72.89,Multiple,No
54,48.78,Internet,No
15,78.67,Multiple,No
30,113.33,Phone,No
29,32.44,Phone,No
32,91.23,Multiple,No
30,86.22,Multiple,Yes
16,113.2,Internet,No
36,88.08,Phone,No
48,86.24,Multiple,No
28,99.28,Multiple,No
62,54.1,Multiple,No
56,83.62,Multiple,No
56,76.75,Multiple,No
17,69.46,Multiple,No
62,37.15,Multiple,No
21,56.34,Multiple,Yes
37,55.2,Multiple,No
34,95.18,Multiple,No
29,112.86,Internet,Yes
68,50.77,Internet,No
60,36.72,Multiple,Yes
11,120.0,Internet,No
60,92.21,Phone,No
34,109.78,Internet,Yes
33,42.95,Multiple,Yes
10,102.07,Multiple,Yes
60,103.2,Phone,No
26,43.63,Phone,No
25,44.53,Multiple,No
2,56.59,Internet,No
3,49.51,Phone,No
32,117.79,Multiple,No
1,62.66,Multiple,No
24,98.52,Multiple,Yes
50,102.45,Multiple,No
43,64.73,Internet,No
44,91.43,Internet,No
33,39.7,Internet,Yes
38,65.73,Multiple,Yes
52,117.06,Phone,No
35,45.17,Multiple,No
17,64.71,Internet,Yes
58,101.15,Multiple,No
48,89.89,Multiple,No
43,86.84,Phone,Yes
48,106.79,Phone,No
44,32.62,Phone,No
33,99.4,Internet,No
2,109.43,Multiple,No
10,31.46,Phone,Yes
28,80.31,Internet,No
47,61.37,Multiple,No
8,34.57,Multiple,No
23,67.6,Multiple,No
48,87.96,Multiple,Yes
63,112.71,Internet,No
37,85.85,Phone,No
12,107.11,Phone,No
65,40.94,Internet,No
15,48.95,Internet,No
10,117.33,Internet,No
42,109.87,Phone,No
26,51.17,Phone,No
49,85.89,Phone,No
23,62.64,Multiple,No
64,72.17,Multiple,No
17,107.48,Phone,No
34,96.21,Phone,No
57,51.46,Multiple,No
4,58.44,Phone,No
71,56.07,Multiple,No
69,100.26,Internet,No
68,74.11,Internet,No
50,115.57,Multiple,No
67,103.5,Phone,No
68,49.01,Phone,No
59,100.73,Multiple,No
63,75.55,Multiple,No
67,52.83,Multiple,Yes
26,62.7,Multiple,No
1,117.49,Multiple,No
68,73.56,Phone,No
18,94.76,Internet,No
12,72.94,Phone,No
38,63.44,Phone,Yes
42,101.68,Multiple,No
36,106.35,Phone,No
16,36.47,Phone,No
65,55.11,Internet,No
67,75.71,Phone,Yes
39,58.48,Phone,No
59,100.52,Phone,Yes
38,40.33,Multiple,No
16,101.8,Multiple,No
11,85.61,Multiple,No
28,56.04,Multiple,No
2,61.0,Multiple,Yes
20,46.46,Phone,No
38,52.73,Multiple,Yes
56,94.55,Internet,No
39,63.83,Phone,No
31,91.87,Multiple,No
23,76.27,Internet,No
34,43.08,Phone,No
17,74.92,Phone,No
24,98.08,Internet,Yes
35,56.79,Multiple,Yes
23,88.33,Internet,Yes
8,47.91,Multiple,No
54,42.21,Phone,No
21,62.42,Internet,No
19,65.03,Phone,Yes
31,98.49,Multiple,No
50,71.41,Multiple,No
71,37.31,Internet,Yes
24,87.06,Multiple,No
46,72.23,Multiple,No
8,59.85,Phone,No
3,102.2,Internet,Yes
34,43.89,Multiple,Yes
57,112.19,Internet,No
58,60.07,Internet,No
35,71.48,Internet,No
21,113.63,Internet,No
65,98.51,Phone,No
66,36.69,Multiple,No
57,82.05,Multiple,No
42,57.93,Multiple,Yes
43,75.76,Multiple,No
26,96.87,Internet,No
67,74.66,Phone,No
26,36.39,Multiple,No
8,77.7,Internet,No
47,32.17,Multiple,No
37,61.36,Phone,No
18,73.02,Phone,No
36,88.02,Phone,No
2,75.56,Multiple,No
3,43.68,Multiple,No
34,113.9,Multiple,No
46,88.53,Multiple,No
62,58.53,Phone,No
70,116.93,Phone,No
57,109.43,Phone,No
10,42.91,Internet,No
18,88.99,Multiple,No
33,80.41,Multiple,No
7,47.35,Internet,No
45,51.01,Multiple,Yes
29,80.74,Multiple,No
38,58.92,Multiple,No
39,105.13,Phone,Yes
25,38.8,Multiple,No
17,112.26,Multiple,No
61,105.65,Multiple,No
51,96.48,Phone,No
37,53.63,Internet,No
67,94.35,Internet,Yes
24,69.49,Phone,No
49,87.04,Internet,No
21,58.13,Phone,No
57,105.23,Internet,No
41,33.65,Phone,No
17,92.23,Multiple,No
21,104.58,Phone,No
68,88.18,Internet,No
64,47.28,Phone,Yes
44,55.65,Phone,No
28,76.34,Multiple,No
36,59.65,Phone,No
37,30.44,Multiple,No
44,33.66,Phone,Yes
50,99.1,Internet,No
55,37.53,Multiple,Yes
10,113.52,Multiple,No
38,69.85,Internet,Yes
49,98.24,Multiple,Yes
2,41.3,Multiple,No
44,113.39,Phone,No
35,33.04,Multiple,No
21,33.79,Multiple,No
57,34.91,Phone,No
23,39.31,Multiple,No
32,73.81,Phone,No
71,100.94,Internet,Yes
33,55.65,Internet,No
17,97.12,Multiple,No
42,99.67,Multiple,No
17,111.74,Phone,No
48,43.44,Internet,No
48,42.2,Phone,No
57,40.99,Phone,No
61,62.34,Multiple,No
44,74.05,Multiple,No
23,71.54,Internet,No
53,53.13,Phone,No
33,85.98,Internet,No
56,60.44,Phone,No
28,62.95,Multiple,No
23,39.5,Phone,No
63,83.3,Internet,No
7,88.98,Internet,Yes
2,98.22,Multiple,Yes
65,111.36,Phone,No
4,98.94,Phone,No
8,51.22,Multiple,No
49,51.21,Internet,No
29,112.36,Multiple,Yes
55,101.11,Multiple,No
37,100.4,Internet,No
6,94.77,Phone,Yes
24,54.05,Phone,No
40,106.27,Multiple,Yes
12,42.86,Multiple,No
64,61.5,Multiple,No
46,61.18,Internet,No
14,80.41,Phone,No
27,71.71,Internet,No
37,71.38,Multiple,No
62,79.82,Multiple,No
67,67.39,Internet,No
14,52.5,Internet,Yes
39,89.77,Multiple,No
5,101.16,Internet,No
26,73.11,Internet,No
53,88.45,Internet,No
63,78.18,Phone,No
11,35.31,Phone,No
33,68.08,Phone,Yes
41,30.89,Phone,No
40,89.57,Phone,No
46,75.73,Phone,No
4,41.41,Phone,No
11,78.8,Phone,No
27,110.86,Internet,No
8,60.64,Internet,No
21,118.41,Multiple,No
5,116.34,Internet,Yes
62,100.68,Phone,No
32,103.24,Internet,No
58,66.95,Multiple,No
27,66.23,Internet,Yes
26,115.9,Phone,No
40,62.96,Multiple,No
29,38.72,Phone,No
7,43.74,Multiple,No
21,93.94,Multiple,No
67,64.47,Multiple,No
10,47.94,Internet,No
62,103.24,Phone,No
8,73.98,Multiple,No
4,81.09,Internet,Yes
29,43.86,Internet,No
12,47.35,Phone,Yes
51,41.33,Phone,Yes
19,76.31,Internet,No
31,99.81,Internet,No
26,95.91,Internet,Yes
6,53.51,Internet,No
29,106.64,Multiple,No
17,39.51,Internet,No
20,40.26,Internet,No
42,106.44,Multiple,No
47,52.0,Multiple,No
70,93.73,Internet,No
2,30.82,Multiple,Yes
37,38.42,Internet,No
19,84.84,Phone,No
41,46.42,Multiple,No
16,32.54,Phone,No
60,72.03,Multiple,No
57,59.75,Internet,No
64,102.2,Multiple,Yes
5,103.69,Internet,No
18,85.3,Phone,No
13,56.37,Multiple,No
36,71.55,Multiple,No
19,93.2,Multiple,No
31,36.24,Internet,No
23,59.92,Internet,No
32,104.01,Multiple,No
11,66.54,Phone,No
66,86.22,Phone,Yes
5,38.67,Phone,No
13,99.93,Multiple,No
64,39.04,Phone,No
35,107.54,Multiple,Yes
29,39.59,Internet,No
23,110.18,Phone,Yes
16,62.74,Multiple,No
26,86.21,Internet,No
3,106.19,Internet,No
23,30.92,Phone,No
57,53.91,Internet,No
9,111.75,Multiple,No
51,64.94,Internet,No
33,93.57,Internet,No
24,42.6,Phone,No
50,91.05,Multiple,No
52,36.58,Multiple,No
71,94.56,Multiple,No
38,59.14,Phone,No
44,71.93,Internet,No
56,44.96,Phone,Yes
66,86.51,Internet,No
45,60.38,Internet,No
52,64.5,Multiple,No
1,88.7,Multiple,Yes
64,46.1,Multiple,Yes
8,106.68,Internet,No
43,96.54,Internet,No
8,82.0,Phone,No
29,41.55,Multiple,No
13,91.84,Multiple,No
1,31.63,Multiple,No
29,102.4,Multiple,No
50,57.34,Multiple,No
37,40.55,Internet,No
1,44.8,Internet,Yes
69,116.68,Multiple,No
48,99.64,Multiple,No
55,51.41,Multiple,No
66,116.71,Phone,No
63,42.61,Internet,No
22,96.02,Internet,No
11,89.11,Internet,No
29,103.93,Multiple,No
3,64.35,Internet,No
45,66.17,Multiple,No
3,86.21,Internet,No
68,65.84,Phone,No
14,33.72,Phone,No
65,95.67,Phone,No
57,87.69,Multiple,Yes
15,68.13,Phone,Yes
60,57.25,Internet,Yes
54,58.87,Multiple,No
2,96.69,Phone,No
64,95.62,Phone,No
28,103.7,Internet,No
67,98.6,Multiple,Yes
3,98.21,Multiple,No
53,52.66,Multiple,No
26,39.15,Multiple,Yes
4,98.56,Phone,No
16,38.88,Internet,No
54,118.39,Multiple,No
16,108.76,Multiple,No
31,78.01,Multiple,Yes
2,61.7,Internet,No
45,77.42,Phone,No
54,96.09,Phone,No
59,98.07,Phone,No
59,36.63,Phone,No
22,102.44,Multiple,No
34,87.73,Phone,No
56,33.65,Internet,No
34,58.18,Multiple,No
26,75.96,Internet,No
71,46.96,Phone,No
45,43.97,Multiple,Yes
21,31.29,Multiple,Yes
43,112.04,Phone,No
39,35.05,Multiple,No
13,62.94,Phone,No
42,48.52,Multiple,No
45,96.69,Phone,No
51,93.65,Internet,No
17,102.56,Internet,No
63,85.51,Multiple,No
7,83.25,Multiple,No
55,66.64,Multiple,No
4,87.27,Phone,No
31,40.37,Multiple,No
56,91.61,Phone,No
4,39.35,Internet,Yes
40,107.56,Internet,No
47,75.51,Phone,Yes
50,77.73,Phone,No
23,82.64,Multiple,No
51,99.84,Phone,Yes
38,73.06,Internet,No
9,68.48,Multiple,No
61,55.95,Phone,No
21,41.52,Phone,No
9,47.13,Internet,No
25,30.05,Phone,No
36,108.25,Multiple,Yes
43,98.85,Multiple,Yes
28,49.68,Internet,No
64,30.22,Phone,No
45,74.29,Internet,No
56,67.13,Phone,Yes
48,99.84,Internet,No
8,66.26,Phone,No
14,107.77,Multiple,No
15,38.63,Phone,No
39,62.93,Internet,No
25,114.05,Phone,No
63,31.06,Internet,No
59,65.17,Phone,No
29,53.37,Multiple,No
3,77.87,Internet,No
39,55.09,Phone,Yes
22,108.29,Internet,Yes
41,114.34,Phone,Yes
20,106.42,Internet,No
19,65.87,Phone,No
13,119.09,Internet,No
19,96.15,Internet,No
66,62.0,Multiple,Yes
65,38.43,Internet,No
3,90.03,Multiple,No
24,95.57,Multiple,No
38,41.02,Multiple,No
2,79.48,Phone,Yes
56,118.84,Multiple,Yes
37,59.36,Internet,No
4,57.17,Internet,Yes
44,111.3,Multiple,No
45,40.57,Phone,Yes
47,114.02,Internet,Yes
26,100.15,Internet,No
9,65.18,Phone,No
48,37.52,Multiple,No
31,31.73,Internet,No
55,63.82,Multiple,No
1,93.48,Multiple,No
59,73.88,Multiple,Yes
11,96.48,Multiple,No
2,90.35,Phone,No
46,81.56,Internet,Yes
1,117.07,Internet,Yes
70,95.55,Multiple,No
71,112.32,Phone,No
66,51.79,Multiple,No
2,94.23,Phone,No
69,83.8,Phone,No
13,113.19,Internet,No
19,75.94,Multiple,Yes
47,55.17,Multiple,No
1,64.64,Multiple,No
18,49.69,Internet,No
32,49.8,Phone,No
11,72.34,Phone,Yes
20,110.33,Multiple,No
8,47.27,Phone,No
38,55.91,Multiple,No
6,106.77,Phone,No
2,60.53,Internet,No
55,116.62,Multiple,No
3,54.2,Multiple,No
66,69.79,Internet,No
26,38.6,Phone,No
48,119.3,Multiple,No
8,110.11,Multiple,No
67,103.58,Multiple,No
69,44.16,Phone,No
30,117.24,Internet,No
27,113.62,Phone,No
43,69.21,Phone,No
5,91.35,Phone,Yes
20,119.32,Internet,Yes
52,66.88,Multiple,No
21,40.17,Internet,No
3,108.1,Multiple,No
41,72.88,Multiple,No
64,118.83,Phone,No
68,79.58,Phone,No
71,32.65,Phone,No
24,74.26,Multiple,Yes
52,94.63,Multiple,No
2,32.34,Internet,Yes
44,67.21,Multiple,No
41,44.0,Phone,No
70,87.88,Phone,No
7,116.16,Internet,No
38,86.21,Multiple,Yes
45,92.54,Phone,No
9,65.69,Phone,Yes
53,80.68,Internet,No
28,78.95,Phone,No
19,98.36,Multiple,No
68,107.12,Internet,Yes
4,89.66,Internet,No
13,118.18,Multiple,No
11,104.55,Multiple,No
2,41.22,Phone,No
70,75.67,Internet,No
12,111.29,Internet,No
37,114.95,Multiple,No
56,64.22,Multiple,No
52,95.31,Internet,No
4,66.95,Multiple,Yes
4,41.13,Internet,No
49,109.62,Multiple,No
52,113.88,Phone,No
34,75.43,Phone,No
22,31.65,Multiple,No
13,103.44,Phone,No
63,72.93,Multiple,Yes
15,36.75,Multiple,No
40,47.05,Multiple,No
38,43.69,Multiple,Yes
55,91.77,Internet,No
44,56.95,Multiple,No
66,41.49,Internet,No
66,112.59,Internet,No
43,116.09,Internet,No
38,42.47,Multiple,No
29,50.72,Phone,No
56,83.29,Multiple,No
6,43.55,Phone,No
9,44.27,Phone,No
22,60.29,Multiple,No
46,115.43,Phone,No
31,116.62,Multiple,No
21,105.76,Internet,Yes
38,92.61,Multiple,Yes
52,94.86,Multiple,No
19,72.26,Phone,No
10,77.71,Internet,No
46,87.1,Phone,Yes
66,95.82,Internet,No
38,38.72,Multiple,No
62,50.24,Phone,Yes
46,116.66,Multiple,Yes
35,60.16,Phone,No
43,54.16,Phone,No
30,67.97,Phone,No
63,56.18,Phone,No
30,38.21,Internet,Yes
29,48.72,Phone,No
66,87.61,Multiple,No
22,50.09,Multiple,No
35,88.29,Internet,No
42,39.01,Internet,No
24,33.77,Multiple,Yes
26,107.54,Multiple,Yes
31,98.4,Phone,No
2,89.94,Multiple,No
39,32.78,Phone,No
12,51.54,Internet,No
44,103.11,Internet,No
43,43.02,Multiple,Yes
67,103.16,Phone,No
38,82.58,Phone,No
66,96.63,Multiple,No
40,88.01,Multiple,No
22,67.53,Internet,Yes
63,56.28,Multiple,No
59,90.55,Multiple,Yes
19,102.62,Internet,No
20,34.03,Phone,Yes
43,64.19,Internet,No
58,61.57,Multiple,No
54,80.35,Multiple,No
40,40.25,Internet,Yes
27,114.01,Phone,No
13,79.37,Multiple,Yes
47,113.14,Multiple,No
23,103.52,Internet,Yes
59,47.25,Phone,No
7,41.91,Multiple,No
50,107.51,Internet,Yes
66,78.25,Multiple,No
3,31.78,Internet,No
39,114.08,Multiple,No
7,72.57,Internet,Yes
68,57.08,Multiple,Yes
55,76.49,Phone,No
8,104.06,Multiple,No
32,39.93,Phone,No
19,62.3,Internet,No
12,58.7,Internet,No
57,105.57,Multiple,No
10,100.06,Multiple,No
21,66.01,Multiple,No
20,89.8,Phone,No
4,65.5,Internet,No
19,81.42,Phone,No
29,119.21,Internet,No
71,78.2,Multiple,No
64,118.97,Phone,Yes
11,97.25,Internet,Yes
33,40.87,Multiple,Yes
25,101.64,Multiple,Yes
33,44.52,Multiple,No
26,77.91,Multiple,No
36,85.19,Internet,No
11,110.3,Multiple,No
30,48.94,Phone,No
57,108.83,Phone,No
10,114.1,Internet,Yes
25,38.05,Phone,Yes
68,109.68,Internet,Yes
57,53.33,Phone,Yes
34,37.29,Multiple,No
54,116.27,Multiple,No
51,65.3,Multiple,No
6,86.07,Multiple,No
59,79.76,Multiple,No
54,49.19,Internet,No
17,90.26,Internet,No
26,34.15,Phone,No
9,48.28,Multiple,No
2,115.02,Multiple,No
20,115.82,Internet,No
6,73.44,Phone,Yes
55,45.22,Internet,Yes
48,67.95,Phone,No
58,108.94,Multiple,No
42,36.32,Internet,No
21,41.51,Multiple,No
6,110.61,Multiple,No
30,67.38,Phone,No
23,37.51,Multiple,No
36,42.53,Multiple,No
3,109.42,Multiple,No
34,74.11,Multiple,No
30,44.67,Phone,No
42,110.47,Multiple,No
21,106.08,Internet,No
4,32.07,Multiple,No
49,82.29,Internet,No
48,51.99,Multiple,No
51,77.98,Internet,No
24,55.13,Internet,No
46,58.43,Multiple,No
27,84.17,Multiple,No
51,78.5,Multiple,No
20,65.57,Internet,No
71,39.68,Multiple,Yes
18,117.25,Multiple,No
8,45.71,Phone,No
27,86.98,Multiple,No
14,37.45,Phone,No
18,91.95,Multiple,Yes
65,38.54,Internet,No
31,50.66,Internet,No
20,88.23,Multiple,No
70,55.46,Multiple,Yes
45,77.96,Multiple,No
1,41.21,Multiple,No
19,48.22,Internet,No
39,96.04,Internet,No
27,33.16,Phone,No
56,40.06,Internet,No
16,49.35,Phone,No
7,31.82,Multiple,No
20,38.58,Internet,No
31,55.33,Multiple,No
25,38.36,Internet,No
1,107.95,Phone,No
17,35.95,Internet,Yes
27,107.49,Phone,No
24,104.06,Phone,No
62,39.07,Multiple,No
52,32.27,Internet,No
51,34.5,Phone,No
66,83.13,Phone,No
57,90.33,Internet,Yes
55,85.86,Multiple,Yes
53,78.73,Internet,Yes
19,45.72,Phone,No
13,105.69,Internet,No
29,59.48,Multiple,Yes
6,118.76,Internet,No
1,64.64,Phone,No
24,53.67,Internet,Yes
6,110.48,Multiple,No
48,81.07,Phone,No
20,94.97,Internet,No
67,66.76,Multiple,No
55,109.82,Phone,Yes
18,112.6,Multiple,No
21,69.31,Internet,No
64,51.67,Internet,Yes
37,88.29,Multiple,No
19,115.91,Phone,No
56,86.02,Multiple,No
62,115.88,Multiple,No
18,60.94,Internet,Yes
30,112.36,Phone,No
56,40.13,Internet,Yes
42,62.3,Phone,No
53,74.5,Internet,No
50,88.78,Multiple,No
4,56.47,Internet,No
63,113.18,Multiple,No
67,111.31,Phone,No
56,101.94,Phone,No
49,40.29,Multiple,No
22,37.05,Phone,Yes
12,74.83,Phone,No
49,98.88,Multiple,Yes
13,41.09,Internet,No
33,87.73,Multiple,No
47,77.51,Phone,No
64,95.34,Phone,No
17,69.18,Internet,No
34,92.4,Multiple,No
68,44.36,Multiple,No
39,49.31,Internet,Yes
1,111.3,Phone,No
5,59.64,Internet,No
40,118.7,Phone,No
63,34.16,Phone,Yes
1,74.63,Internet,No
35,59.25,Internet,No
17,119.64,Phone,No
60,119.1,Multiple,No
1,51.17,Internet,No
4,54.05,Phone,No
9,97.47,Phone,Yes
45,110.07,Multiple,No
32,89.73,Multiple,No
69,107.82,Multiple,Yes
14,35.7,Internet,No
51,87.65,Multiple,Yes
23,93.02,Multiple,No
46,47.13,Phone,No
27,100.02,Multiple,No
36,114.98,Multiple,No
68,110.82,Internet,No
32,52.05,Phone,No
66,59.16,Internet,No
42,74.97,Phone,No
50,44.25,Phone,Yes
57,115.86,Multiple,No
64,44.54,Internet,No
46,98.53,Internet,No
54,60.73,Phone,Yes
53,81.63,Internet,Yes
29,34.25,Multiple,Yes
37,48.45,Phone,No
69,70.0,Internet,No
14,90.95,Phone,No
27,99.98,Internet,No
5,32.71,Multiple,No
44,43.72,Phone,No
15,95.68,Phone,No
67,103.17,Internet,No
1,51.29,Internet,No
24,50.67,Internet,No
62,37.92,Multiple,Yes
57,43.53,Phone,No
20,30.72,Internet,Yes
58,83.08,Phone,Yes
14,111.35,Phone,Yes
53,43.46,Internet,No
35,97.63,Internet,No
62,81.63,Phone,No
61,114.59,Phone,Yes
19,101.83,Multiple,No
42,106.75,Internet,No
44,87.52,Phone,No
1,103.02,Phone,Yes
68,61.58,Multiple,No
46,48.81,Phone,No
51,112.13,Internet,No
32,96.09,Internet,No
19,38.16,Multiple,No
39,108.02,Multiple,No
14,61.4,Multiple,No
29,56.85,Internet,No
42,86.1,Multiple,No
14,81.17,Multiple,No
11,78.44,Internet,Yes
47,52.94,Multiple,No
24,116.38,Multiple,Yes
22,115.51,Internet,No
49,30.37,Multiple,No
55,60.4,Internet,No
55,34.1,Internet,No
70,106.52,Internet,No
35,109.79,Phone,No
44,76.65,Multiple,Yes
36,105.57,Multiple,No
15,93.3,Internet,Yes
45,74.96,Multiple,No
62,62.74,Multiple,No
50,53.96,Phone,No
13,53.35,Phone,No
31,80.59,Multiple,No
5,45.01,Multiple,Yes
8,45.73,Multiple,No
13,30.94,Phone,No
41,85.2,Internet,No
17,119.49,Multiple,No
32,110.03,Internet,No
5,93.51,Multiple,No
9,100.7,Phone,No
34,67.52,Phone,No
1,56.83,Phone,No
40,63.18,Internet,No
54,37.33,Internet,No
32,87.04,Multiple,No
50,45.74,Phone,No
59,98.66,Internet,No
62,47.1,Multiple,No
11,50.53,Internet,No
23,116.16,Phone,No
26,39.49,Phone,No
63,74.9,Multiple,No
46,35.64,Phone,No
69,38.14,Multiple,No
6,87.02,Internet,No
51,86.77,Multiple,Yes
43,47.38,Internet,No
42,108.52,Multiple,Yes
13,93.2,Internet,No
25,57.05,Multiple,No
2,52.35,Multiple,No
14,97.89,Multiple,Yes
17,96.03,Phone,No
40,43.39,Phone,Yes
39,61.43,Phone,Yes
25,49.5,Phone,No
48,56.47,Multiple,No
49,55.88,Internet,Yes
33,117.84,Internet,No
27,97.52,Phone,No
45,100.2,Multiple,No
31,54.97,Multiple,No
63,30.05,Internet,No
38,35.23,Multiple,No
40,79.77,Multiple,No
58,55.69,Multiple,No
65,47.37,Phone,No
11,34.47,Multiple,No
15,108.83,Internet,No
57,84.01,Multiple,No
25,39.66,Internet,No
39,98.98,Multiple,No
33,98.02,Multiple,No
29,56.05,Internet,No
58,46.96,Multiple,No
11,103.26,Internet,No
13,59.66,Internet,No
69,106.27,Internet,No
21,33.93,Internet,No
3,74.94,Phone,Yes
26,46.16,Multiple,Yes
33,90.48,Multiple,No
22,119.75,Internet,No
62,67.13,Internet,No
5,39.03,Phone,No
19,58.59,Multiple,No
9,110.24,Multiple,No
58,98.92,Internet,No
24,50.9,Multiple,No
39,115.82,Internet,No
61,86.0,Phone,No
48,45.12,Phone,No
50,81.51,Phone,No
62,70.61,Internet,No
53,103.77,Multiple,Yes
21,60.97,Internet,Yes
38,108.75,Internet,No
59,103.08,Phone,No
43,90.71,Multiple,No
17,53.27,Phone,No
69,117.33,Multiple,No
44,79.38,Internet,Yes
63,111.68,Phone,No
23,49.42,Internet,No
68,118.5,Multiple,No
26,103.45,Internet,No
48,115.43,Internet,No
47,49.11,Phone,No
46,68.76,Internet,No
29,38.79,Multiple,Yes
34,42.33,Internet,No
10,55.56,Phone,No
20,115.65,Multiple,No
34,90.05,Phone,No
13,58.32,Multiple,No
10,115.91,Multiple,No
45,96.58,Internet,No
8,111.63,Multiple,No
5,113.45,Phone,No
20,97.57,Phone,No
44,51.88,Internet,No
58,119.69,Multiple,No
20,59.26,Internet,No
71,90.45,Internet,No
40,106.03,Phone,Yes
16,45.76,Multiple,No
4,84.81,Phone,No
10,63.77,Internet,No
51,51.99,Phone,No
48,31.06,Phone,No
20,108.48,Phone,No
32,42.23,Internet,Yes
66,109.03,Internet,No
60,84.06,Internet,No
11,85.89,Multiple,No
20,104.58,Multiple,No
23,75.85,Phone,No
35,62.16,Phone,Yes
17,42.49,Internet,No
10,81.34,Internet,No
38,79.79,Phone,No
32,56.45,Multiple,Yes
54,84.01,Internet,No
57,69.54,Multiple,Yes
25,102.5,Internet,No
14,80.35,Internet,No
45,114.03,Multiple,No
44,76.62,Phone,No
38,109.87,Internet,No
36,76.85,Phone,No
39,80.22,Internet,No
39,63.01,Multiple,No
13,66.02,Phone,No
66,113.98,Multiple,Yes
34,50.1,Multiple,No
15,40.93,Internet,No
58,104.72,Internet,Yes
59,81.92,Multiple,No
66,55.62,Phone,No
52,68.92,Phone,No
69,77.24,Multiple,No
5,83.29,Phone,No
43,103.89,Multiple,Yes
8,65.49,Internet,Yes
63,90.89,Multiple,Yes
68,105.13,Multiple,Yes
35,105.94,Internet,No
71,52.88,Internet,No
32,61.52,Phone,No
24,83.54,Phone,Yes
50,109.72,Multiple,No
59,101.14,Multiple,No
65,82.56,Multiple,No
38,118.54,Multiple,Yes
38,69.51,Multiple,No
21,105.82,Multiple,No
23,103.66,Multiple,Yes
46,111.72,Phone,No
69,118.89,Multiple,No
30,74.61,Multiple,No
40,47.61,Phone,No
70,71.48,Multiple,No
69,106.85,Phone,No
42,105.25,Internet,No
18,60.24,Phone,No
59,34.26,Internet,Yes
13,75.89,Internet,No
21,72.67,Multiple,No
68,37.72,Multiple,No
61,101.54,Multiple,No
38,55.52,Multiple,No
40,88.12,Phone,No
27,39.13,Internet,No
58,107.46,Multiple,No
66,96.53,Multiple,No
43,64.96,Multiple,No
20,86.65,Phone,No
35,46.87,Internet,No
55,118.69,Multiple,No
40,101.65,Multiple,No
46,101.0,Phone,No
42,43.8,Internet,No
18,31.6,Internet,Yes
15,82.68,Internet,No
66,42.97,Internet,No
13,100.24,Multiple,Yes
57,67.45,Multiple,Yes
9,60.47,Multiple,Yes
66,36.63,Multiple,No
16,119.65,Multiple,Yes
2,116.04,Phone,No
16,41.84,Internet,Yes
1,59.95,Internet,No
26,65.17,Multiple,Yes
44,56.71,Multiple,No
5,114.1,Internet,No
21,94.92,Internet,No
35,116.03,Internet,No
54,108.71,Internet,Yes
50,97.91,Phone,No
44,92.73,Multiple,No
4,107.95,Internet,No
42,91.57,Multiple,No
41,46.98,Phone,Yes
36,88.33,Phone,No
24,76.35,Internet,No
5,118.37,Multiple,Yes
57,75.9,Internet,No
67,33.46,Multiple,No
11,53.78,Internet,Yes
45,112.56,Multiple,No
22,116.61,Phone,Yes
11,95.56,Internet,No
38,35.12,Phone,No
59,32.12,Phone,Yes
4,73.16,Internet,Yes
67,119.97,Internet,No
10,108.24,Multiple,Yes
19,113.98,Multiple,No
28,86.12,Internet,No
17,107.32,Multiple,No
